facility_id,facility_name,facility_type,primary_commodity,commodities_products,facility_equipment,country,LOM_in_Buckets,still_operating
COM00387.00,Elgaugol,Mine,Coal,"Coking coal, Thermal coal",Open pit,Russian Federation,10.0,1
COM00389.00,Emery,Mine,Coal,Coal,"Underground, Surface",United States of America,76.0,1
COM00390.00,Empire,Mine,Iron,"Iron, Iron ore pellets",Open pit,United States of America,53.0,0
COM00393.00,Ensham,Mine,Coal,Thermal coal,"Open cut, Underground",Australia,28.0,1
COM00396.00,Escobal,Mine,Silver,"Silver, Gold, Zinc, Lead",Underground,Guatemala,8.0,1
COM00397.00,Escondida,Mine,Copper,"Copper, Copper cathode, Gold, Silver","Open pit,  Oxide leaching, Sulphide leaching",Chile,31.0,1
COM00399.00,Estevan,Mine,Coal,"Lignite, Coal",Surface,Canada,48.0,1
COM00403.00,Extension Hill/Iron Hill,Mine,Iron,"Direct shipping iron ore, Iron ore",,Australia,10.0,0
COM00408.00,Falkirk,Mine,Coal,Lignite,Surface,United States of America,43.0,1
COM00412.00,Fernandinho,Mine,Iron,Iron,Open pit,Brazil,71.0,1
COM00417.00,FNI Cagdianao,Mine,Nickel,Nickel,,Philippines,14.0,1
COM00422.00,Fortnum Gold Operations,Mine,Gold,Gold,"Open pit, Underground, Carbon-in-leach plant",Australia,4.0,1
COM00425.00,Francisco,Mine,Coal,Thermal coal,"Surface, Underground",United States of America,16.0,1
COM00428.00,Freedom,Mine,Coal,Lignite,Surface,United States of America,38.0,1
COM00429.00,Fresnillo,Mine,Silver,"Silver, Gold, Lead, Zinc",Underground,Mexico,467.0,1
COM00431.00,Frontier,Mine,Copper,Copper,Open pit,DR Congo,14.0,1
COM00436.00,Gabriela Mistral,Mine,Copper,"Copper, Copper cathodes",Open pit,Chile,13.0,1
COM00448.00,Genesee,Mine,Coal,Sub-bituminous coal,Surface,Canada,33.0,1
COM00484.00,Golden Grove,Mine,Copper,"Zinc, Copper, PGM, Copper, Lead, Gold, Silver","Open pit, Underground",Australia,31.0,1
COM00486.00,Goldex,Mine,Gold,Gold,Underground,Canada,13.0,1
COM00489.00,Goonyella Riverside,Mine,Coal,"Metallurgical bituminous coal, Thermal bituminous coal",Open pit,Australia,50.0,1
COM00491.00,Gove,"Mine, Refinery",Aluminium,"Bauxite, Alumina",Open pit,Australia,51.0,1
COM00496.00,Grasberg,Mine,Copper,"Copper, Gold, Silver","Open pit, Underground",Indonesia,54.0,1
COM00502.00,Gregory,Mine,Coal,"Thermal bituminous coal, Metallurgical coal",Open pit,Australia,33.0,0
COM00503.00,Griffin,Mine,Coal,Thermal coal,,Australia,94.0,1
COM00506.00,Gualcamayo,Mine,Gold,Gold,"Open pit, Underground",Argentina,12.0,1
COM00509.00,Guizhou,"Mine, Refinery, Smelter",Aluminium,"Bauxite, Alumina, Aluminium","Open pit, Underground",China,43.0,1
COM00512.00,Gunnedah,"Mine, Refinery",Coal,Coal,Open cut,Australia,19.0,1
COM00516.00,Haile,Mine,Gold,Gold,"Open Pit, Underground",United States of America,184.0,1
COM00517.00,Halls Creek,Mine,Gold,Gold,Underground,Australia,6.0,1
COM00521.00,Hamilton Complex,Mine,Coal,Coal,Underground,United States of America,8.0,1
COM00530.00,Henderson,Mine,Other (poly)-metallic,Molybdenum,Open pit,United States of America,45.0,1
COM00533.00,Herradura,Mine,Gold,"Gold, Silver","Open pit, Heap leach, Merrill-Crowe, Dynamic leaching plant",Mexico,24.0,1
COM00534.00,Hibbing,Mine,Iron,Iron,Open pit,United States of America,45.0,1
COM00539.00,Highvale,Mine,Coal,Thermal coal,,Canada,51.0,1
COM00544.00,Hope Downs,Mine,Iron,Iron ore,Open Pit,Australia,14.0,1
COM00549.00,Humphrey,Mine,Coal,Coal,Underground,United States of America,46.0,0
COM00560.00,IMMSA - Charcas,Mine,Zinc,"Zinc, Lead, Copper",,Mexico,110.0,1
COM00564.00,IMMSA - Taxco,Mine,Zinc,"Zinc, Lead","Underground, Flotation",Mexico,103.0,1
COM00565.00,Impumelelo,Mine,Coal,Coal,Underground,South Africa,6.0,1
COM00567.00,Inaglinskiy,Mine,Coal,Coking coal,Open pit,Russian Federation,5.0,1
COM00569.00,Ingulets GOK,Mine,Iron,Iron,Open pit,Ukraine,56.0,1
COM00577.00,Iron Valley,Mine,Iron,Iron,,Australia,6.0,1
COM00586.00,Jabal Sayid,Mine,Copper,Copper,,Saudi Arabia,5.0,1
COM00587.00,Jacinth-Ambrosia,"Mine, Refinery",Iron,"Zircon, Rutile, Ilmenite",Open pit,Australia,12.0,1
COM00588.00,Jacobina,Mine,Gold,Gold,Underground,Brazil,38.0,1
COM00589.00,Jamalco,"Mine, Refinery",Aluminium,"Bauxite, Alumina",Open pit,Jamaica,58.0,1
COM00593.00,Jewett,Mine,Coal,Lignite,,United States of America,32.0,0
COM00597.00,Jimblebar,Mine,Iron,Iron,Open pit,Australia,32.0,1
COM00601.00,Jones Fork Complex,Mine,Coal,Coal,"Underground, Surface",United States of America,29.0,1
COM00603.00,Julcani,Mine,Silver,"Gold, Silver, Lead, Copper",Underground,Peru,68.0,1
COM00607.00,Juruti,Mine,Aluminium,Bauxite,Open pit,Brazil,12.0,1
COM00611.00,Kalgoorlie,Mine,Gold,Gold,"Open pit, Underground",Australia,32.0,1
COM00615.00,Kangala,Mine,Coal,Thermal coal,Open pit,South Africa,7.0,1
COM00616.00,Kangalassky,Mine,Coal,Thermal coal,Open pit,Russian Federation,59.0,1
COM00619.00,Karaganda,Mine,Coal,"Coking coal, Thermal coal",Underground,Kazakhstan,25.0,1
COM00622.00,Karelsky Okatysh,Mine,Iron,"Iron, Iron concentrate, Iron ore pellets",,Russian Federation,39.0,1
COM00625.00,Kayad,Mine,Zinc,"Lead, Zinc",Underground,India,7.0,1
COM00630.00,Kemmerer,Mine,Coal,Sub-bituminous coal,Surface,United States of America,71.0,1
COM00631.00,Kensington,Mine,Gold,Gold,Underground,United States of America,11.0,1
COM00632.00,Kentobe,Mine,Iron,Iron,Open pit,Kazakhstan,38.0,1
COM00638.00,Khumani,Mine,Iron,Iron,Open pit,South Africa,13.0,1
COM00641.00,Kia-Shaltyr,Mine,Other mine,Nepheline ore,Open pit,Russian Federation,58.0,1
COM00644.00,Kideco,Mine,Coal,Sub-bituminous coal,Open pit,Indonesia,39.0,1
COM00648.00,Kinsenda,Mine,Copper,Copper,Underground,DR Congo,3.0,1
COM00649.00,Kinsevere,Mine,Copper,"Copper, Copper cathode","Open pit, HMS, SX-EW",DR Congo,14.0,1
COM00651.00,Kipoi,Mine,Copper,"Copper, Copper cathode","Open pit, SX-EW plant",DR Congo,10.0,1
COM00655.00,Kittila,Mine,Gold,"Gold, Silver","Open pit, Underground",Finland,12.0,1
COM00662.00,Kolwezi,Mine,Copper,Copper,Open Pit,DR Congo,4.0,1
COM00665.00,Koolan Island,Mine,Iron,Iron ore,Open pit,Australia,56.0,1
COM00672.00,Kostromovskaya,Mine,Coal,Coking coal,Underground,Russian Federation,13.0,1
COM00676.00,Krasnogorsky,Mine,Coal,"Thermal coal, Anthracite",Open pit,Russian Federation,67.0,1
COM00681.00,Kryvyi Rih,"Mine, Refinery, Smelter",Iron,"Iron, Steel, steel billets, rebars, wire rods, steel angles, merchant steel bar","Open pit, Underground, coke oven batteries, sintering plant, blast furnaces, basic oxygen converters, twin open hearth furnace, continuous billet caster, blooming mill, light section bar mill, wire rod mill",Ukraine,88.0,1
COM00690.00,Kyzyl-Tash Turk,Mine,Zinc,"Zinc, Lead, Copper","Open Pit, Underground",Russian Federation,6.0,1
COM00693.00,La Caridad,"Mine, Smelter, Refinery",Copper,"Copper, Molybdenum, Copper Cathode, Silver","Open pit, SX-EW plant",Mexico,42.0,1
COM00695.00,La Colorada,Mine,Silver,"Silver, Gold, Zinc, Lead","Underground, Oxide leach plant",Mexico,96.0,1
COM00696.00,La India,Mine,Gold,"Gold, Silver",Open pit,Mexico,7.0,1
COM00698.00,La Zanja,Mine,Gold,"Gold, Silver","Open Pit, Carbon-in-column circuit, Merrill-Crowe circuit",Peru,11.0,1
COM00705.00,Lapa,Mine,Gold,Gold,,Canada,9.0,0
COM00707.00,LaRonde Complex,Mine,Gold,"Gold, Silver, Zinc, Copper",Underground,Canada,33.0,1
COM00709.00,Las Truchas,Mine,Iron,Iron,Open pit,Mexico,45.0,1
COM00714.00,Lebedinsky GOK,"Mine, Refinery",Iron,"Iron, Iron ore, Iron ore pellets, Hot briquetted Iron",Open pit,Russian Federation,49.0,1
COM00715.00,Leer,Mine,Coal,Metallurgical coal,Underground,United States of America,8.0,1
COM00719.00,Leinster,Mine,Other (poly)-metallic,Nickel,"Open Pit, Underground",Australia,42.0,1
COM00721.00,Leonora,Mine,Gold,Gold,"Underground, Open pit, Carbon in Pulp circuit",Australia,13.0,1
COM00723.00,Liberty,Mine,Coal,Lignite,Surface,United States of America,4.0,0
COM00728.00,Lisakovsk,Mine,Iron,Iron,Open pit,Kazakhstan,52.0,1
COM00739.00,Long Canyon,Mine,Gold,Gold,"Open pit, Leaching plant",United States of America,5.0,1
COM00745.00,Los Colorados,Mine,Iron,Iron ore,,Chile,23.0,1
COM00746.00,Los Filos,Mine,Gold,Gold,"Open pit, Underground",Mexico,13.0,1
COM00747.00,Los Pelambres,Mine,Copper,"Copper, Molybdenum, Gold, Silver",,Chile,22.0,1
COM00748.00,Loulo - Gounkoto,Mine,Other mine,Gold,"Open pit, Underground",Mali,16.0,1
COM00750.00,Loveridge,Mine,Coal,"Thermal coal, Metallurgical coal",Underground,United States of America,65.0,1
COM00751.00,Lubambe,Mine,Copper,Copper,Underground,Zambia,8.0,1
COM00752.00,Lubin,Mine,Copper,"Copper, Silver, Lead, Gold",Underground,Poland,49.0,1
COM00758.00,Macraes,Mine,Gold,"Gold, Silver","Open pit, Underground, Pressure oxidation plant",New Zealand,31.0,1
COM00762.00,Mainpat,Mine,Aluminium,"Bauxite, Alumina",Open pit,India,28.0,1
COM00763.00,Mallay,Mine,Silver,"Silver, Lead, Zinc, Gold",,Peru,9.0,1
COM00766.00,Manantial Espejo,Mine,Gold,"Gold, Silver","Open pit, Underground, leaching plant, Merrill Crowe plant",Argentina,13.0,1
COM00768.00,Mangoola,Mine,Coal,Thermal coal,Open pit,Australia,10.0,1
COM00776.00,Marigold,Mine,Gold,Gold,"Open pit, Heap leach plant, electro-winning plant",United States of America,32.0,1
COM00777.00,Marlin,Mine,Gold,"Gold, Silver",,Guatemala,12.0,0
COM00778.00,Marshall,Mine,Coal,Lignite,Surface,United States of America,7.0,1
COM00779.00,Martabe,Mine,Gold,Gold,,Indonesia,9.0,1
COM00783.00,Maules Creek,Mine,Coal,Coal,Open cut,Australia,6.0,1
COM00785.00,McArthur River,Mine,Zinc,"Zinc, Lead, Silver",Open pit,Australia,26.0,1
COM00786.00,Meadowbank Complex,Mine,Gold,"Gold, Silver",Open pit,Canada,11.0,1
COM00789.00,Meliadine,Mine,Gold,"Gold, Silver","Open pit, Underground",Canada,2.0,1
COM00790.00,Mercedes,Mine,Gold,"Gold, Silver",Underground,Mexico,9.0,1
COM00791.00,Merian,Mine,Gold,Gold,"Open pit, Leaching plant",Suriname,5.0,1
COM00793.00,MetCoal,Mine,Coal,Semi-soft coking coal,,Indonesia,5.0,1
COM00795.00,Mettiki Complex,Mine,Coal,Coal,Underground,United States of America,15.0,1
COM00799.00,Mezhegey,Mine,Coal,Metallurgical coal,Underground,Russian Federation,7.0,1
COM00800.00,Miami,"Mine, Smelter",Copper,"Copper, Sulphuric acid","Open pit, SX-EW",United States of America,106.0,1
COM00808.00,Middlemount,Mine,Coal,"Coking coal, Pulverized Coal Injection",Surface,Australia,10.0,1
COM00809.00,Midland Trail,Mine,Coal,Thermal coal,Underground,United States of America,12.0,1
COM00811.00,Mikhailovsky GOK,"Mine, Refinery",Iron,"Iron, Iron ore pellets, Iron ore concentrate, Sintering iron ore",Open pit,Russian Federation,61.0,1
COM00813.00,Mill Creek,Mine,Coal,Coal,"Underground, Surface",United States of America,27.0,1
COM00815.00,Miller Creek Complex,Mine,Coal,Coal,"Underground, Surface",United States of America,12.0,0
COM00821.00,Mine 84,Mine,Coal,Coal,Underground,United States of America,23.0,1
COM00824.00,Ministro Hales,Mine,Copper,"Copper, Silver, Calcine",Open pit,Chile,11.0,1
COM00826.00,Minorca,"Mine, Refinery",Iron,Iron,Open pit,United States of America,44.0,1
COM00827.00,Minto,Mine,Copper,"Copper, Silver, Gold","Open Pit, Underground",Canada,14.0,1
COM00828.00,Moa Project,Mine,Nickel,"Nickel, Cobalt","Surface, High-pressure acid leaching plant",Cuba,60.0,1
COM00830.00,Moatize,Mine,Coal,"Coal, Metallurgical coal, Thermal coal",Open pit,Mozambique,10.0,1
COM00834.00,Mont Wright,Mine,Iron,Iron,Open pit,Canada,45.0,1
COM00840.00,Morenci,Mine,Copper,"Copper, Molybdenum","Open pit, SX-EW",United States of America,82.0,1
COM00844.00,Morro da Mina,Mine,Other (poly)-metallic,Manganese,Open pit,Brazil,119.0,1
COM00850.00,Mount Arthur,Mine,Coal,Thermal bituminous coal,Open pit,Australia,19.0,1
COM00852.00,Mount Goldsworthy,Mine,Iron,Iron,Open pit,Australia,55.0,1
COM00853.00,Mount Keith,Mine,Nickel,Nickel,Open pit,Australia,26.0,1
COM00854.00,Mount Marion,Mine,Other (poly)-metallic,Lithium,,Australia,5.0,1
COM00855.00,Mount Monger,Mine,Gold,Gold,"Open pit, Underground",Australia,13.0,1
COM00856.00,Mount Newman,Mine,Iron,Iron,Open pit,Australia,52.0,1
COM00857.00,Mount Thorley Warkworth,Mine,Coal,"Thermal coal, Soft coking coal, semi-soft coking coal",,Australia,40.0,1
COM00861.00,MRN Porto Trombetas,Mine,Aluminium,Bauxite,,Brazil,42.0,1
COM00862.00,Mt Cattlin,Mine,Other (poly)-metallic,"Spodumene, Lithium",Open pit,Australia,10.0,1
COM00864.00,Mt Magnet,Mine,Gold,Gold,"Underground, Open pit",Australia,9.0,1
COM00868.00,Muhlenberg,Mine,Coal,Bituminous coal,Surface,United States of America,9.0,0
COM00870.00,Murowa,Mine,Other mine,Diamonds,,Zimbabwe,17.0,1
COM00872.00,Murrin Murrin,Mine,Nickel,"Nickel, Cobalt, Copper",Open pit,Australia,22.0,1
COM00875.00,Muswellbrook,Mine,Coal,Thermal coal,"Underground, Open cut",Australia,16.0,1
COM00885.00,Narrabri,Mine,Coal,Coal,Underground,Australia,9.0,1
COM00887.00,Navajo,Mine,Coal,"Thermal bituminous coal, Sub-bituminous coal",Open pit,United States of America,58.0,1
COM00888.00,Neryungrinsky,Mine,Coal,"Coking coal, Thermal coal",Open pit,Russian Federation,42.0,1
COM00890.00,New Clydesdale,Mine,Coal,Thermal coal,"Open pit, Underground",South Africa,4.0,1
COM00892.00,New Lexington,Mine,Coal,Bituminous coal,Surface,United States of America,28.0,1
COM00905.00,Noble,Mine,Coal,Bituminous coal,Surface,United States of America,15.0,1
COM00906.00,Noche Buena,Mine,Gold,"Gold, Silver","Open pit, Heap leach, Merrill-Crowe",Mexico,9.0,1
COM00923.00,Northshore,Mine,Iron,"Iron, Direct Reduction Iron Pellets",Open pit,United States of America,31.0,1
COM00924.00,Norwich Park,Mine,Coal,Metallurgical bituminous coal,Open pit,Australia,33.0,0
COM00926.00,Nueva Rosita Complex,Mine,Coal,"Coal, Metallurgical coke, coke, tar, ammonium sulfate, light crude oil","Open pit, underground, coke facility, coal washing plant",Mexico,97.0,1
COM00929.00,Oak Grove,Mine,Coal,Metallurgical coal,Underground,United States of America,49.0,1
COM00931.00,Obed Mountain,Mine,Coal,Bituminous coal,,Canada,29.0,0
COM00936.00,Olcon,Mine,Iron,"Iron, Iron ore concentrate, Ferrite Strontium Powder","Open pit, Underground",Russian Federation,72.0,1
COM00937.00,Olympic Dam,"Mine, Refinery, Smelter",Copper,"Copper, Coper Anodes, Copper cathodes, Uranium oxide, Gold, Silver","Underground, Flash Furnace, SX-EW, Grinding circuits",Australia,33.0,1
COM00938.00,Olzherassky,Mine,Coal,"Thermal coal, Coking coal","Underground, Open pit",Russian Federation,20.0,1
COM00942.00,Orcopampa,Mine,Gold,"Gold, Silver, Copper","Underground, Carbon-in-leach plant",Peru,54.0,1
COM00952.00,Paintearth,Mine,Coal,Sub-bituminous coal,Surface,Canada,65.0,1
COM00954.00,Palmarejo,Mine,Silver,"Gold, Silver","Underground, Open pit",Mexico,12.0,1
COM00955.00,Pampa Norte,Mine,Copper,"Copper, Copper cathode","Open pit, SX-EW",Chile,27.0,1
COM00960.00,Paragominas,Mine,Aluminium,Bauxite,,Brazil,14.0,1
COM00965.00,Pattiki Complex,Mine,Coal,Coal,Underground,United States of America,36.0,0
COM00969.00,Peak Downs,Mine,Coal,Metallurgical bituminous coal,Open pit,Australia,49.0,1
COM00970.00,Pena Colorada,Mine,Iron,Iron,Open pit,Mexico,47.0,1
COM00971.00,Penasquito,Mine,Gold,"Gold, Silver, Lead, Zinc",Open pit,Mexico,11.0,1
COM00973.00,Penjom,Mine,Gold,Gold,Resin-In-Leach plant,Malaysia,25.0,1
COM00974.00,Pennsylvania Mining Complex,Mine,Coal,"Bituminous coal, Metallurgical coal",Underground,United States of America,37.0,1
COM00977.00,Perkasa Inakakerta,Mine,Coal,Sub-bituminous coal,Open pit,Indonesia,14.0,1
COM00980.00,Phil's Creek,Mine,Iron,Iron,,Australia,3.0,0
COM00981.00,Phoenix,Mine,Copper,"Gold, Copper, Copper cathode","Open pit, SX-EW, carbon-in-leach, copper leach pad",United States of America,57.0,1
COM00986.00,Pingguo,"Mine, Refinery, Smelter",Aluminium,"Bauxite, Alumina, Aluminium",Open pit,China,27.0,1
COM00989.00,Pinnacle Complex,Mine,Coal,Metallurgical coal,Underground,United States of America,52.0,1
COM00990.00,Pinos Altos,Mine,Gold,"Gold, Silver","Open pit, Underground",Mexico,12.0,1
COM00991.00,Pinto Valley,Mine,Copper,"Copper, Copper cathode, Molybdenum, Silver, Gold",Open pit,United States of America,47.0,1
COM00993.00,Plainfield,Mine,Coal,Bituminous coal,Surface,United States of America,31.0,1
COM00996.00,Pocos de Caldas,"Mine, Refinery",Aluminium,"Bauxite, Alumina",Open pit,Brazil,56.0,1
COM00999.00,Poitrel,Mine,Coal,Metallurgical bituminous coal,Open pit,Australia,15.0,1
COM01000.00,Polkowice-Sieroszowice,Mine,Copper,"Copper, Silver, Lead, Gold",Underground,Poland,25.0,1
COM01005.00,Poplar River,Mine,Coal,Lignite,Surface,Canada,43.0,1
COM01006.00,Poracota,Mine,Gold,"Gold, Silver",Underground,Peru,14.0,1
COM01010.00,POSMAC,Mine,Other mine,Iron,Open pit,Australia,18.0,1
COM01012.00,Prijedor,Mine,Iron,Iron,Open pit,Bosnia and Herzegovina,105.0,1
COM01015.00,Prominent Hill,Mine,Copper,"Copper, Gold, Silver","Underground, Open pit",Australia,12.0,1
COM01016.00,PT Adaro Indonesia,Mine,Coal,Sub-bituminous coal,Open pit,Indonesia,29.0,1
COM01017.00,PT Adimitra Baratama Nusantara,Mine,Coal,Thermal coal,Open pit,Indonesia,13.0,1
COM01019.00,PT Antang Gunung Meratus,Mine,Coal,Coal,Open pit,Indonesia,22.0,1
COM01021.00,PT Baramulti Suksessarana Tbk,Mine,Coal,Coal,Open pit,Indonesia,11.0,1
COM01025.00,PT Bharinto Ekatama,Mine,Coal,Coal,,Indonesia,9.0,1
COM01031.00,PT Indomining,Mine,Coal,Thermal coal,Open pit,Indonesia,14.0,1
COM01033.00,PT Internasional Prima Coal,Mine,Coal,Coal,Open pit,Indonesia,12.0,1
COM01037.00,PT Karya Usaha Pertiwi,Mine,Coal,Thermal coal,Open pit,Indonesia,3.0,1
COM01039.00,PT Mahakam Sumber Jaya,Mine,Coal,Thermal coal,Open pit,Indonesia,17.0,1
COM01040.00,PT Mitrabara Adiperdana Tbk,Mine,Coal,Coal,,Indonesia,13.0,1
COM01041.00,PT Multi Tambangjaya Utama,Mine,Coal,"Bituminous thermal coal, Bituminous coking coal",Open pit,Indonesia,5.0,1
COM01045.00,PT Triaryani,Mine,Coal,Coal,Open pit,Indonesia,7.0,1
COM01046.00,PT Trisensa Mineral Utama,Mine,Coal,Thermal coal,Open pit,Indonesia,10.0,1
COM01052.00,Pueblo Viejo,Mine,Gold,Gold,Open Pit,Dominican Republic,8.0,1
COM01060.00,Quiruvilca,Mine,Silver,"Silver, Gold, Zinc, Lead, Copper",Underground,Peru,81.0,1
COM01061.00,Rajpura Dariba,Mine,Zinc,"Lead, Zinc",Underground,India,38.0,1
COM01065.00,Raven,Mine,Coal,Coal,Underground,United States of America,15.0,1
COM01072.00,Red Dog,Mine,Zinc,"Zinc, Lead",Open pit,United States of America,32.0,1
COM01073.00,Red Hills,Mine,Coal,Lignite,Surface,United States of America,21.0,1
COM01077.00,Reefton,Mine,Gold,Gold,Open pit,New Zealand,9.0,0
COM01080.00,Rend Lake,Mine,Coal,Coal,Underground,United States of America,35.0,1
COM01088.00,River View Complex,Mine,Coal,Coal,Underground,United States of America,12.0,1
COM01092.00,Robinson Run,Mine,Coal,"Thermal coal, Metallurgical coal",Underground,United States of America,55.0,1
COM01097.00,Rosebery,Mine,Zinc,"Zinc, Lead, Copper, Gold, Silver",Underground,Australia,85.0,1
COM01100.00,Rössing,Mine,Other (poly)-metallic,Uranium,Open pit,Namibia,45.0,1
COM01102.00,Ruashi,Mine,Copper,"Copper, Cobalt, Copper cathode, Cobalt hydroxide","Open cast, SX-EW plant",DR Congo,14.0,1
COM01104.00,Rudna,Mine,Copper,"Copper, Silver, Lead, Gold",Underground,Poland,47.0,1
COM01107.00,Safford,Mine,Copper,Copper,"Open pit, SX-EW",United States of America,14.0,1
COM01112.00,Salobo,Mine,Copper,"Copper, Gold",Open pit,Brazil,9.0,1
COM01113.00,Salvador,Mine,Copper,"Copper, Copper cathodes, Molybdenum, Gold, Silver","Open pit, Underground",Chile,62.0,1
COM01114.00,Samarco,Mine,Iron,Iron,Open pit,Brazil,44.0,1
COM01117.00,San Bartolome,Mine,Silver,Silver,Open pit,Bolivia,13.0,1
COM01120.00,San Jose,Mine,Iron,Iron,Open pit,Mexico,75.0,1
COM01121.00,San Juan,Mine,Coal,Sub-bituminous coal,,United States of America,48.0,1
COM01123.00,San Julian,Mine,Silver,"Silver, Gold, Lead, Zinc",Underground,Mexico,5.0,1
COM01127.00,San Miguel,Mine,Coal,Lignite,Surface,United States of America,41.0,1
COM01134.00,Saraji,Mine,Coal,Metallurgical bituminous coal,Open pit,Australia,47.0,1
COM01138.00,Saucito,Mine,Silver,"Silver, Gold, Lead, Zinc",Underground,Mexico,10.0,1
COM01139.00,Savage,Mine,Coal,Lignite,,United States of America,63.0,1
COM01143.00,Seabee,Mine,Gold,Gold,,Canada,30.0,1
COM01147.00,Selian,Mine,Coal,Coal,Underground,China,8.0,1
COM01152.00,Serra Azul,Mine,Iron,Iron,Open pit,Brazil,75.0,1
COM01158.00,Seruyung,Mine,Gold,Gold,Heap leaching plant,Indonesia,7.0,1
COM01173.00,Sheerness,Mine,Coal,Sub-bituminous coal,Surface,Canada,37.0,1
COM01181.00,Shoemaker,Mine,Coal,Coal,Underground,United States of America,55.0,1
COM01183.00,Shuguang,Mine,Gold,"Gold, Copper","Open Pit, Underground",China,18.0,1
COM01187.00,Sibirginsky,Mine,Coal,"Coking coal, Thermal coal","Open pit, Underground",Russian Federation,51.0,1
COM01188.00,Sierra Gorda,Mine,Copper,"Copper, Molybdenum, Gold",Open pit,Chile,6.0,1
COM01190.00,Sierrita,Mine,Copper,"Copper, Molybdenum","Open pit, SX-EW",United States of America,62.0,1
COM01195.00,Simberi,Mine,Gold,Gold,Open pit,Papua New Guinea,13.0,1
COM01198.00,Sino Iron,Mine,Iron,Iron ore,Open pit,Australia,8.0,1
COM01200.00,Sissingue,Mine,Gold,Gold,"Open pit, Carbon in Leach plant",Cote d'Ivoire,3.0,1
COM01201.00,Skorpion,"Mine, Refinery",Zinc,"Zinc, Zinc ingots",Open pit,Namibia,18.0,1
COM01209.00,Sossego,Mine,Copper,"Copper, Gold",Open pit,Brazil,17.0,1
COM01211.00,South Hallsville No. 1,Mine,Coal,Lignite,Surface,United States of America,36.0,1
COM01214.00,South Walker Creek,Mine,Coal,Metallurgical bituminous coal,Open pit,Australia,25.0,1
COM01226.00,Stepnoy,Mine,Coal,Coal,,Russian Federation,28.0,1
COM01253.00,Taldybulak Levoberezhny,Mine,Gold,Gold,Underground,Kyrgyzstan,15.0,1
COM01254.00,Tallering Peak,Mine,Iron,Iron ore,,Australia,12.0,0
COM01255.00,Tambomayo,Mine,Gold,"Gold, Silver, Lead, Zinc",Underground,Peru,5.0,1
COM01256.00,Tanami,Mine,Gold,Gold,Underground,Australia,38.0,1
COM01258.00,Tantahuatay,Mine,Gold,"Gold, Silver",Open Pit,Peru,10.0,1
COM01264.00,Tashan,Mine,Coal,Coal,Underground,China,15.0,1
COM01268.00,Tayan,"Mine, Refinery",Aluminium,"Bauxite, Chemical grade Alumina, Aluminium hydroxide","Bayer process plant, Open pit",Indonesia,12.0,1
COM01269.00,Teguh Sinarabadi and Firman Ketaun Perkasa,Mine,Coal,Bituminous coal,Open pit,Indonesia,14.0,1
COM01273.00,Tenke Fungurume,Mine,Copper,"Copper, Cobalt",Open pit,DR Congo,12.0,1
COM01278.00,Thunderbox,Mine,Gold,Gold,,Australia,5.0,1
COM01280.00,Tianchi,Mine,Coal,Thermal coal,Underground,China,15.0,1
COM01281.00,Tiandeng,"Mine, Refinery",Other (poly)-metallic,"Manganese, Electrolytic manganese metal",Open pit,China,65.0,1
COM01282.00,Tilden,Mine,Iron,"Iron, Iron ore pellets",Open pit,United States of America,47.0,1
COM01284.00,Timmins West & Bell Creek,Mine,Gold,Gold,Underground,Canada,10.0,1
COM01288.00,Tomusinsky,Mine,Coal,"Coking coal, Thermal coal",Open pit,Russian Federation,62.0,1
COM01290.00,Toquepala,Mine,Copper,"Copper, Molybdenum, Copper Cathode, Silver","Open pit, SX-EW plant",Peru,61.0,1
COM01292.00,Touquoy,Mine,Gold,Gold,"Open pit, Carbon in Leach circuit",Canada,4.0,1
