facility_id,primary_commodity,country,mining_salary,LOM_in_Buckets,still_operating,2000_Concentrate,2001_Concentrate,2002_Concentrate,2003_Concentrate,2004_Concentrate,2005_Concentrate,2006_Concentrate,2007_Concentrate,2008_Concentrate,2009_Concentrate,2010_Concentrate,2011_Concentrate,2012_Concentrate,2013_Concentrate,2014_Concentrate,2015_Concentrate,2016_Concentrate,2017_Concentrate,2018_Concentrate,2019_Concentrate,2020_Concentrate,2000_Ore processed,2001_Ore processed,2002_Ore processed,2003_Ore processed,2004_Ore processed,2005_Ore processed,2006_Ore processed,2007_Ore processed,2008_Ore processed,2009_Ore processed,2010_Ore processed,2011_Ore processed,2012_Ore processed,2013_Ore processed,2014_Ore processed,2015_Ore processed,2016_Ore processed,2017_Ore processed,2018_Ore processed,2019_Ore processed,2020_Ore processed,2000_coal_mined_value_tonnes,2001_coal_mined_value_tonnes,2002_coal_mined_value_tonnes,2003_coal_mined_value_tonnes,2004_coal_mined_value_tonnes,2005_coal_mined_value_tonnes,2006_coal_mined_value_tonnes,2007_coal_mined_value_tonnes,2008_coal_mined_value_tonnes,2009_coal_mined_value_tonnes,2010_coal_mined_value_tonnes,2011_coal_mined_value_tonnes,2012_coal_mined_value_tonnes,2013_coal_mined_value_tonnes,2014_coal_mined_value_tonnes,2015_coal_mined_value_tonnes,2016_coal_mined_value_tonnes,2017_coal_mined_value_tonnes,2018_coal_mined_value_tonnes,2019_coal_mined_value_tonnes,2020_coal_mined_value_tonnes,2000_commodities_grade_ppm,2001_commodities_grade_ppm,2002_commodities_grade_ppm,2003_commodities_grade_ppm,2004_commodities_grade_ppm,2005_commodities_grade_ppm,2006_commodities_grade_ppm,2007_commodities_grade_ppm,2008_commodities_grade_ppm,2009_commodities_grade_ppm,2010_commodities_grade_ppm,2011_commodities_grade_ppm,2012_commodities_grade_ppm,2013_commodities_grade_ppm,2014_commodities_grade_ppm,2015_commodities_grade_ppm,2016_commodities_grade_ppm,2017_commodities_grade_ppm,2018_commodities_grade_ppm,2019_commodities_grade_ppm,2020_commodities_grade_ppm,2000_commodities_recovery_rate,2001_commodities_recovery_rate,2002_commodities_recovery_rate,2003_commodities_recovery_rate,2004_commodities_recovery_rate,2005_commodities_recovery_rate,2006_commodities_recovery_rate,2007_commodities_recovery_rate,2008_commodities_recovery_rate,2009_commodities_recovery_rate,2010_commodities_recovery_rate,2011_commodities_recovery_rate,2012_commodities_recovery_rate,2013_commodities_recovery_rate,2014_commodities_recovery_rate,2015_commodities_recovery_rate,2016_commodities_recovery_rate,2017_commodities_recovery_rate,2018_commodities_recovery_rate,2019_commodities_recovery_rate,2020_commodities_recovery_rate,2000_commodities_value_tonnes,2001_commodities_value_tonnes,2002_commodities_value_tonnes,2003_commodities_value_tonnes,2004_commodities_value_tonnes,2005_commodities_value_tonnes,2006_commodities_value_tonnes,2007_commodities_value_tonnes,2008_commodities_value_tonnes,2009_commodities_value_tonnes,2010_commodities_value_tonnes,2011_commodities_value_tonnes,2012_commodities_value_tonnes,2013_commodities_value_tonnes,2014_commodities_value_tonnes,2015_commodities_value_tonnes,2016_commodities_value_tonnes,2017_commodities_value_tonnes,2018_commodities_value_tonnes,2019_commodities_value_tonnes,2020_commodities_value_tonnes,2000_minerals_ore_mined_value_tonnes,2001_minerals_ore_mined_value_tonnes,2002_minerals_ore_mined_value_tonnes,2003_minerals_ore_mined_value_tonnes,2004_minerals_ore_mined_value_tonnes,2005_minerals_ore_mined_value_tonnes,2006_minerals_ore_mined_value_tonnes,2007_minerals_ore_mined_value_tonnes,2008_minerals_ore_mined_value_tonnes,2009_minerals_ore_mined_value_tonnes,2010_minerals_ore_mined_value_tonnes,2011_minerals_ore_mined_value_tonnes,2012_minerals_ore_mined_value_tonnes,2013_minerals_ore_mined_value_tonnes,2014_minerals_ore_mined_value_tonnes,2015_minerals_ore_mined_value_tonnes,2016_minerals_ore_mined_value_tonnes,2017_minerals_ore_mined_value_tonnes,2018_minerals_ore_mined_value_tonnes,2019_minerals_ore_mined_value_tonnes,2020_minerals_ore_mined_value_tonnes,2000_price_usd_tonne,2001_price_usd_tonne,2002_price_usd_tonne,2003_price_usd_tonne,2004_price_usd_tonne,2005_price_usd_tonne,2006_price_usd_tonne,2007_price_usd_tonne,2008_price_usd_tonne,2009_price_usd_tonne,2010_price_usd_tonne,2011_price_usd_tonne,2012_price_usd_tonne,2013_price_usd_tonne,2014_price_usd_tonne,2015_price_usd_tonne,2016_price_usd_tonne,2017_price_usd_tonne,2018_price_usd_tonne,2019_price_usd_tonne,2020_price_usd_tonne,2002_reserves_commodity_value_tonnes,2003_reserves_commodity_value_tonnes,2005_reserves_commodity_value_tonnes,2006_reserves_commodity_value_tonnes,2007_reserves_commodity_value_tonnes,2008_reserves_commodity_value_tonnes,2012_reserves_commodity_value_tonnes,2013_reserves_commodity_value_tonnes,2014_reserves_commodity_value_tonnes,2015_reserves_commodity_value_tonnes,2016_reserves_commodity_value_tonnes,2017_reserves_commodity_value_tonnes,2018_reserves_commodity_value_tonnes,2019_reserves_commodity_value_tonnes,2020_reserves_commodity_value_tonnes,2002_reserves_grade_ppm,2003_reserves_grade_ppm,2005_reserves_grade_ppm,2006_reserves_grade_ppm,2007_reserves_grade_ppm,2008_reserves_grade_ppm,2012_reserves_grade_ppm,2013_reserves_grade_ppm,2014_reserves_grade_ppm,2015_reserves_grade_ppm,2016_reserves_grade_ppm,2017_reserves_grade_ppm,2018_reserves_grade_ppm,2019_reserves_grade_ppm,2020_reserves_grade_ppm,2000_reserves_mineral_value_tonnes,2001_reserves_mineral_value_tonnes,2002_reserves_mineral_value_tonnes,2003_reserves_mineral_value_tonnes,2004_reserves_mineral_value_tonnes,2005_reserves_mineral_value_tonnes,2006_reserves_mineral_value_tonnes,2007_reserves_mineral_value_tonnes,2008_reserves_mineral_value_tonnes,2009_reserves_mineral_value_tonnes,2010_reserves_mineral_value_tonnes,2011_reserves_mineral_value_tonnes,2012_reserves_mineral_value_tonnes,2013_reserves_mineral_value_tonnes,2014_reserves_mineral_value_tonnes,2015_reserves_mineral_value_tonnes,2016_reserves_mineral_value_tonnes,2017_reserves_mineral_value_tonnes,2018_reserves_mineral_value_tonnes,2019_reserves_mineral_value_tonnes,2020_reserves_mineral_value_tonnes,2002_waste_total_material_tonnes,2003_waste_total_material_tonnes,2004_waste_total_material_tonnes,2005_waste_total_material_tonnes,2006_waste_total_material_tonnes,2007_waste_total_material_tonnes,2008_waste_total_material_tonnes,2009_waste_total_material_tonnes,2010_waste_total_material_tonnes,2011_waste_total_material_tonnes,2012_waste_total_material_tonnes,2013_waste_total_material_tonnes,2014_waste_total_material_tonnes,2015_waste_total_material_tonnes,2016_waste_total_material_tonnes,2017_waste_total_material_tonnes,2018_waste_total_material_tonnes,2019_waste_total_material_tonnes,2020_waste_total_material_tonnes,2002_waste_value_tonnes,2003_waste_value_tonnes,2004_waste_value_tonnes,2005_waste_value_tonnes,2006_waste_value_tonnes,2007_waste_value_tonnes,2008_waste_value_tonnes,2009_waste_value_tonnes,2010_waste_value_tonnes,2011_waste_value_tonnes,2012_waste_value_tonnes,2013_waste_value_tonnes,2014_waste_value_tonnes,2015_waste_value_tonnes,2016_waste_value_tonnes,2017_waste_value_tonnes,2018_waste_value_tonnes,2019_waste_value_tonnes,2020_waste_value_tonnes,country_Argentina,country_Australia,country_Bolivia,country_Bosnia and Herzegovina,country_Brazil,country_Canada,country_Chile,country_China,country_Colombia,country_Cote d'Ivoire,country_Cuba,country_DR Congo,country_Dominican Republic,country_Finland,country_Ghana,country_Guatemala,country_Guinea,country_India,country_Indonesia,country_Jamaica,country_Kazakhstan,country_Kyrgyzstan,country_Liberia,country_Madagascar,country_Malaysia,country_Mali,country_Mexico,country_Mozambique,country_Namibia,country_New Zealand,country_Papua New Guinea,country_Peru,country_Philippines,country_Poland,country_Portugal,country_Russian Federation,country_Saudi Arabia,country_South Africa,country_Spain,country_Suriname,country_Sweden,country_Tajikistan,country_Ukraine,country_United States of America,country_Zambia,country_Zimbabwe,primary_commodity_Aluminium,primary_commodity_Coal,primary_commodity_Copper,primary_commodity_Gold,primary_commodity_Iron,primary_commodity_Nickel,primary_commodity_Other (poly)-metallic,primary_commodity_Other mine,primary_commodity_Silver,primary_commodity_Zinc
COM00403.00,Iron,Australia,56861.95,10.0,0.0,,,,,,,,,,,,,1646000.0,2467000.0,2735000.0,3512000.0,3895000.0,3291000.0,3507000.0,2473000.0,2325000.0,,,,,,,,,,,,300000.0,2368000.0,2532000.0,2917000.0,4233000.0,4595000.0,1899000.0,4085000.0,1892000.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,300000.0,2368000.0,2532000.0,2917000.0,4233000.0,4595000.0,1899000.0,4085000.0,1892000.0,0.0,,,,,,,,,,,,151.08,116.57,123.34,89.56,57.07,62.13,73.76,68.48,94.34,111.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,785680.0,1662860.0,2149000.0,1673000.0,2202000.0,1973000.0,658000.0,1659000.0,252000.0,,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
COM00502.00,Coal,Australia,56861.95,33.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6498000.0,7252000.0,4880000.0,5050000.0,5718000.0,5424000.0,5220000.0,4924000.0,4220000.0,5524000.0,4796000.0,5434000.0,2822000.0,5046000.0,5930000.0,6588000.0,2658000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,33.2,43.21,33.91,35.37,63.29,53.49,55.48,67.27,120.44,70.77,95.29,107.05,85.86,75.08,65.81,59.08,69.16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,88444000.0,83566000.0,78476000.0,73596000.0,68546000.0,62828000.0,57404000.0,52184000.0,47260000.0,43040000.0,37516000.0,32720000.0,27286000.0,24464000.0,19418000.0,13488000.0,6900000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
COM00549.00,Coal,United States of America,55819.0,46.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,635040.0,453600.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,43.21,33.91,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
COM00593.00,Coal,United States of America,55819.0,32.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6475594.0,6445656.0,6769526.0,5854162.0,6325906.0,6168053.0,6149002.0,5891357.0,4619462.0,3783931.0,3830198.0,3835642.0,4516042.0,4767336.0,3045470.0,3324888.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,43.21,33.91,35.37,63.29,53.49,55.48,67.27,120.44,70.77,95.29,107.05,85.86,75.08,65.81,59.08,69.16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
COM00705.00,Gold,Canada,43833.79,9.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,299430.0,551739.0,620712.0,640306.0,640422.0,638800.0,559926.0,592683.0,398248.0,311013.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.29,8.26,6.62,6.48,6.06,5.59,5.83,4.64,4.24,4.24,,,,,,,,,,,,0.027592,0.020095,0.030945,0.032881,0.037072,0.043597,0.037307,0.061052,0.068273,0.076176,,,,,,,,,,,,1.489,3.324,3.03,3.005,2.851,2.621,2.574,2.092,1.376,0.963,0.0,,,,,,,,,,,299430.0,551739.0,620712.0,640306.0,640422.0,638800.0,559926.0,592683.0,398248.0,311013.0,,,,,,,,,,,,1008.67,1224.66,1413.19,1514.58,1286.07,1169.12,1185.92,1328.29,1292.59,1246.05,1399.78,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
COM00723.00,Coal,United States of America,55819.0,4.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,272160.0,362880.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,69.16,89.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
COM00777.00,Gold,Guatemala,13027.27,12.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,116000.0,1088800.0,1772600.0,1845000.0,2161000.0,1599700.0,1685600.0,1936300.0,1941900.0,1933900.0,1310000.0,1006000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,80.0,75.0,84.0,90.0,87.0,141.0,179.0,116.0,121.0,126.0,185.0,184.0,,,,,,,,,,0.53,0.6,0.59,0.61,0.69,0.87,0.91,0.91,0.92,0.93,0.95,0.96,,,,,,,,,,4.808,49.71,88.24,99.912,129.267,194.661,273.03,204.66,219.103,226.878,228.237,178.752,,,,,,,,,,116000.0,1088800.0,1772600.0,1845000.0,2161000.0,1599700.0,1685600.0,1936300.0,1941900.0,1933900.0,1310000.0,1006000.0,,,,,,,,,,507.23,672.01,730.09,847.72,1008.67,1224.66,1413.19,1514.58,1286.07,1169.12,1185.92,1328.29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
COM00815.00,Coal,United States of America,55819.0,12.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,272160.0,1088640.0,816480.0,544320.0,1723680.0,2903040.0,2721600.0,2540160.0,2630880.0,1995840.0,1905120.0,1905120.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,63.29,53.49,55.48,67.27,120.44,70.77,95.29,107.05,85.86,75.08,65.81,59.08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
COM00868.00,Coal,United States of America,55819.0,9.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1542240.0,1995840.0,926251.0,220450.0,0.0,0.0,0.0,5443.0,48989.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,95.29,107.05,85.86,75.08,65.81,59.08,69.16,89.25,100.46,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
COM00924.00,Coal,Australia,56861.95,33.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4138000.0,3656000.0,4146000.0,4322000.0,4688000.0,5760000.0,5324000.0,5700000.0,4052000.0,3968000.0,3740000.0,2110000.0,2350000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,33.2,43.21,33.91,35.37,63.29,53.49,55.48,67.27,120.44,70.77,95.29,107.05,85.86,,,,,,,75.31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,282954000.0,278816000.0,275160000.0,271014000.0,266692000.0,262004000.0,256244000.0,250920000.0,245220000.0,241168000.0,237200000.0,233460000.0,231350000.0,,,,,,,229000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
COM00931.00,Coal,Canada,43833.79,29.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1400000.0,1400000.0,400000.0,0.0,0.0,0.0,0.0,0.0,300000.0,900000.0,1000000.0,200000.0,100000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,43.21,33.91,35.37,63.29,53.49,55.48,67.27,120.44,70.77,95.29,107.05,85.86,75.08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
COM00965.00,Coal,United States of America,55819.0,36.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2086560.0,1723680.0,1723680.0,1632960.0,2268000.0,1542240.0,1451520.0,1270080.0,2449440.0,2268000.0,1542240.0,1995840.0,2177280.0,2358720.0,2358720.0,2177280.0,1723680.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,33.2,43.21,33.91,35.37,63.29,53.49,55.48,67.27,120.44,70.77,95.29,107.05,85.86,75.08,65.81,59.08,69.16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,78563520.0,76476960.0,74753280.0,73029600.0,71396640.0,69128640.0,67586400.0,66134880.0,64864800.0,62415360.0,60147360.0,58605120.0,56609280.0,54432000.0,52073280.0,49714560.0,47537280.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
COM00980.00,Iron,Australia,56861.95,3.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,464000.0,4339000.0,1678000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,464000.0,4339000.0,1678000.0,,,,,,,,,,,,,,,,,,,123.34,89.56,57.07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
COM01077.00,Gold,New Zealand,40902.1,9.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,601612.0,1192954.0,1278176.0,1622881.0,1771353.0,1643120.0,1478349.0,1430599.0,1787075.0,201512.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.6,2.47,2.6,2.01,1.67,1.48,1.57,1.26,1.51,1.4,,,,,,,,,,,,0.196326,0.203985,0.180981,0.30243,0.439236,0.563954,0.499337,0.765413,0.534353,9.702734,,,,,,,,,,,,1.179,2.368,2.716,2.67,2.415,1.969,1.886,1.483,2.215,0.015,,,,,,,,,,,,601612.0,1192954.0,1278176.0,1622881.0,1771353.0,1643120.0,1478349.0,1430599.0,1787075.0,201512.0,,,,,,,,,,,,730.09,847.72,1008.67,1224.66,1413.19,1514.58,1286.07,1169.12,1185.92,1328.29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
