still_operating,price_usd_tonne,2000_clean_coal_value_tonnes,2001_clean_coal_value_tonnes,2002_clean_coal_value_tonnes,2003_clean_coal_value_tonnes,2004_clean_coal_value_tonnes,2005_clean_coal_value_tonnes,2006_clean_coal_value_tonnes,2007_clean_coal_value_tonnes,2008_clean_coal_value_tonnes,2009_clean_coal_value_tonnes,2010_clean_coal_value_tonnes,2011_clean_coal_value_tonnes,2012_clean_coal_value_tonnes,2013_clean_coal_value_tonnes,2014_clean_coal_value_tonnes,2015_clean_coal_value_tonnes,2016_clean_coal_value_tonnes,2017_clean_coal_value_tonnes,2018_clean_coal_value_tonnes,2019_clean_coal_value_tonnes,2020_clean_coal_value_tonnes,2000_coal_mined_value_tonnes,2001_coal_mined_value_tonnes,2002_coal_mined_value_tonnes,2003_coal_mined_value_tonnes,2004_coal_mined_value_tonnes,2005_coal_mined_value_tonnes,2006_coal_mined_value_tonnes,2007_coal_mined_value_tonnes,2008_coal_mined_value_tonnes,2009_coal_mined_value_tonnes,2010_coal_mined_value_tonnes,2011_coal_mined_value_tonnes,2012_coal_mined_value_tonnes,2013_coal_mined_value_tonnes,2014_coal_mined_value_tonnes,2015_coal_mined_value_tonnes,2016_coal_mined_value_tonnes,2017_coal_mined_value_tonnes,2018_coal_mined_value_tonnes,2019_coal_mined_value_tonnes,2020_coal_mined_value_tonnes,2000_commodities_value_tonnes,2001_commodities_value_tonnes,2002_commodities_value_tonnes,2003_commodities_value_tonnes,2004_commodities_value_tonnes,2005_commodities_value_tonnes,2006_commodities_value_tonnes,2007_commodities_value_tonnes,2008_commodities_value_tonnes,2009_commodities_value_tonnes,2010_commodities_value_tonnes,2011_commodities_value_tonnes,2012_commodities_value_tonnes,2013_commodities_value_tonnes,2014_commodities_value_tonnes,2015_commodities_value_tonnes,2016_commodities_value_tonnes,2017_commodities_value_tonnes,2018_commodities_value_tonnes,2019_commodities_value_tonnes,2020_commodities_value_tonnes,2000_minerals_concentrate_value_tonnes,2001_minerals_concentrate_value_tonnes,2002_minerals_concentrate_value_tonnes,2003_minerals_concentrate_value_tonnes,2004_minerals_concentrate_value_tonnes,2005_minerals_concentrate_value_tonnes,2006_minerals_concentrate_value_tonnes,2007_minerals_concentrate_value_tonnes,2008_minerals_concentrate_value_tonnes,2009_minerals_concentrate_value_tonnes,2010_minerals_concentrate_value_tonnes,2011_minerals_concentrate_value_tonnes,2012_minerals_concentrate_value_tonnes,2013_minerals_concentrate_value_tonnes,2014_minerals_concentrate_value_tonnes,2015_minerals_concentrate_value_tonnes,2016_minerals_concentrate_value_tonnes,2017_minerals_concentrate_value_tonnes,2018_minerals_concentrate_value_tonnes,2019_minerals_concentrate_value_tonnes,2020_minerals_concentrate_value_tonnes,2000_minerals_ore_mined_value_tonnes,2001_minerals_ore_mined_value_tonnes,2002_minerals_ore_mined_value_tonnes,2003_minerals_ore_mined_value_tonnes,2004_minerals_ore_mined_value_tonnes,2005_minerals_ore_mined_value_tonnes,2006_minerals_ore_mined_value_tonnes,2007_minerals_ore_mined_value_tonnes,2008_minerals_ore_mined_value_tonnes,2009_minerals_ore_mined_value_tonnes,2010_minerals_ore_mined_value_tonnes,2011_minerals_ore_mined_value_tonnes,2012_minerals_ore_mined_value_tonnes,2013_minerals_ore_mined_value_tonnes,2014_minerals_ore_mined_value_tonnes,2015_minerals_ore_mined_value_tonnes,2016_minerals_ore_mined_value_tonnes,2017_minerals_ore_mined_value_tonnes,2018_minerals_ore_mined_value_tonnes,2019_minerals_ore_mined_value_tonnes,2020_minerals_ore_mined_value_tonnes,2000_minerals_ore_processed_value_tonnes,2001_minerals_ore_processed_value_tonnes,2002_minerals_ore_processed_value_tonnes,2003_minerals_ore_processed_value_tonnes,2004_minerals_ore_processed_value_tonnes,2005_minerals_ore_processed_value_tonnes,2006_minerals_ore_processed_value_tonnes,2007_minerals_ore_processed_value_tonnes,2008_minerals_ore_processed_value_tonnes,2009_minerals_ore_processed_value_tonnes,2010_minerals_ore_processed_value_tonnes,2011_minerals_ore_processed_value_tonnes,2012_minerals_ore_processed_value_tonnes,2013_minerals_ore_processed_value_tonnes,2014_minerals_ore_processed_value_tonnes,2015_minerals_ore_processed_value_tonnes,2016_minerals_ore_processed_value_tonnes,2017_minerals_ore_processed_value_tonnes,2018_minerals_ore_processed_value_tonnes,2019_minerals_ore_processed_value_tonnes,2020_minerals_ore_processed_value_tonnes
1.0,35.37,4404000.0,3332960.0,3400000.0,22064565.0,23759760.0,23945946.0,27975976.0,28246246.0,31135135.0,31813814.0,30495495.0,29696697.0,35024024.0,30081081.0,37033033.0,33906907.0,30312312.0,32909910.0,31882883.0,27717718.0,3141000.0,4404000.0,3332960.0,3400000.0,22064565.0,23759760.0,23945946.0,27975976.0,28246246.0,31135135.0,31813814.0,30495495.0,29696697.0,35024024.0,30081081.0,37033033.0,33906907.0,30312312.0,32909910.0,31882883.0,27717718.0,3977500.0,19719.5,3999.0,2751.0,2401.0,3325.0,4299.4555,1095.36,206.5555,105.29400000000001,86.254,85.5465,114.0915,99.67949999999999,99.135,104.4385,136.871,135.587,120.2985,115.492,77.706,5.096,7200000.0,5131037.5,4419804.5,5283444.0,4826223.5,4388513.0,1350000.0,1791550.0,2973000.0,1632825.0,2800000.0,1950000.0,2106500.0,2404000.0,2100000.0,1750000.0,1329600.0,1480900.0,1100000.0,1311000.0,1314303.5,18478412.0,11987000.0,7584706.0,9548235.5,3499215.5,2236000.0,1456500.0,1739965.0,1970438.0,2388000.0,2318266.0,2597000.0,2848500.0,2555147.5,3055758.0,3415000.0,3574182.0,3440000.0,3492000.0,2782262.0,2395000.0,12585000.0,11300000.0,7584706.0,9481235.5,2824325.0,2236000.0,1400000.0,1524279.5,1848000.0,2250763.0,2318266.0,2597000.0,2848500.0,2516291.0,3055758.0,3525500.0,3505000.0,3500000.0,3500000.0,2782262.0,1973000.0
1.0,89.56,4404000.0,3332960.0,3400000.0,3559760.0,3824840.0,3273000.0,3049000.0,2903040.0,2837160.0,2993760.0,2967000.0,2759000.0,2812320.0,3127000.0,3000000.0,3051520.0,3200000.0,3221563.0,3550000.0,3996900.0,3141000.0,4404000.0,3332960.0,3400000.0,3559760.0,3824840.0,3273000.0,3049000.0,2903040.0,2837160.0,2993760.0,2967000.0,2759000.0,2822000.0,3127000.0,3063000.0,3138000.0,3246000.0,3260023.0,3658967.0,4051500.0,3977500.0,19719.5,3999.0,2751.0,2401.0,3325.0,4299.4555,1095.36,206.5555,105.29400000000001,86.254,85.5465,114.0915,99.67949999999999,99.135,104.4385,136.871,135.587,120.2985,115.492,77.706,5.096,7200000.0,5131037.5,4419804.5,5283444.0,4826223.5,4388513.0,1350000.0,1791550.0,2973000.0,1632825.0,2800000.0,1950000.0,2106500.0,2404000.0,1020000.0,3212000.0,4220000.0,4190000.0,3724000.0,3224000.0,1314303.5,18478412.0,11987000.0,7584706.0,9548235.5,3499215.5,2236000.0,1456500.0,1739965.0,1970438.0,2388000.0,2318266.0,2597000.0,2848500.0,2555147.5,3055758.0,3415000.0,3574182.0,3440000.0,3492000.0,2782262.0,2395000.0,12585000.0,11300000.0,7584706.0,9481235.5,2824325.0,2236000.0,1400000.0,1524279.5,1848000.0,2250763.0,2318266.0,2597000.0,2848500.0,2516291.0,3055758.0,3525500.0,3505000.0,3500000.0,3500000.0,2782262.0,1973000.0
1.0,2279.37,4404000.0,3332960.0,3400000.0,3559760.0,3824840.0,3273000.0,3049000.0,2903040.0,2837160.0,2993760.0,2967000.0,2759000.0,2812320.0,3127000.0,3000000.0,3051520.0,3200000.0,3221563.0,3550000.0,3996900.0,3141000.0,4404000.0,3332960.0,3400000.0,3559760.0,3824840.0,3273000.0,3049000.0,2903040.0,2837160.0,2993760.0,2967000.0,2759000.0,2822000.0,3127000.0,3063000.0,3138000.0,3246000.0,3260023.0,3658967.0,4051500.0,3977500.0,78700.0,84900.0,95300.0,96300.0,88450.512,93440.028,100697.506,37.915,53.405,48.14,50.561,54.413,66.387,58.34,53.205,61.86,117.37,118.531,141.666,145.706,5.096,7200000.0,5131037.5,4419804.5,5283444.0,4826223.5,4388513.0,1350000.0,1791550.0,2973000.0,1632825.0,2800000.0,1950000.0,2106500.0,2404000.0,2100000.0,1750000.0,1329600.0,1480900.0,1100000.0,1311000.0,1314303.5,61400000.0,68685000.0,75982000.0,72965000.0,3499215.5,2236000.0,1456500.0,1739965.0,1970438.0,2388000.0,2318266.0,2597000.0,2848500.0,2555147.5,3055758.0,3415000.0,3574182.0,3440000.0,3492000.0,2782262.0,2395000.0,17833000.0,23436000.0,24096000.0,21014000.0,2824325.0,2236000.0,1400000.0,1524279.5,1848000.0,2250763.0,2318266.0,2597000.0,2848500.0,2516291.0,3055758.0,3525500.0,3505000.0,3500000.0,3500000.0,2782262.0,1973000.0
1.0,7474.85,4404000.0,3332960.0,3400000.0,3559760.0,3824840.0,3273000.0,3049000.0,2903040.0,2837160.0,2993760.0,2967000.0,2759000.0,2812320.0,3127000.0,3000000.0,3051520.0,3200000.0,3221563.0,3550000.0,3996900.0,3141000.0,4404000.0,3332960.0,3400000.0,3559760.0,3824840.0,3273000.0,3049000.0,2903040.0,2837160.0,2993760.0,2967000.0,2759000.0,2822000.0,3127000.0,3063000.0,3138000.0,3246000.0,3260023.0,3658967.0,4051500.0,3977500.0,19719.5,3999.0,2751.0,2401.0,3325.0,4299.4555,0.245,5.54,4.666,4.859,4.218,7.875,8.688,10.141,9.235,8.538,8.069,3.727,3.763,77.706,5.096,7200000.0,5131037.5,4419804.5,5283444.0,4826223.5,4388513.0,0.0,201339.0,244301.0,248940.0,264195.0,264195.0,297294.0,239811.0,245779.0,242523.0,216332.0,242126.0,243129.0,1311000.0,1314303.5,18478412.0,11987000.0,7584706.0,9548235.5,3499215.5,2236000.0,877197.0,18651162.0,14521140.0,16998887.0,21482527.0,21482527.0,22084779.0,21833258.0,18828710.0,19959943.0,17223764.0,34163445.0,33787816.0,2782262.0,2395000.0,12585000.0,11300000.0,7584706.0,9481235.5,2824325.0,2236000.0,825586.0,12693868.0,14942848.0,17307429.0,19195578.0,19195578.0,20581385.0,21347439.0,20360659.0,19896894.0,19779013.0,23000557.0,22929227.0,2782262.0,1973000.0
1.0,7474.85,4404000.0,3332960.0,3400000.0,3559760.0,3824840.0,3273000.0,3049000.0,2903040.0,2837160.0,2993760.0,2967000.0,2759000.0,2812320.0,3127000.0,3000000.0,3051520.0,3200000.0,3221563.0,3550000.0,3996900.0,3141000.0,4404000.0,3332960.0,3400000.0,3559760.0,3824840.0,3273000.0,3049000.0,2903040.0,2837160.0,2993760.0,2967000.0,2759000.0,2822000.0,3127000.0,3063000.0,3138000.0,3246000.0,3260023.0,3658967.0,4051500.0,3977500.0,19719.5,3999.0,2751.0,2401.0,3325.0,4299.4555,8002.0,10770.0,14583.0,15940.0,17729.0,17533.0,17906.0,18125.0,16890.0,12726.0,10458.0,10966.0,10024.0,8174.0,5.096,7200000.0,5131037.5,4419804.5,5283444.0,4826223.5,4388513.0,1350000.0,1791550.0,2973000.0,1632825.0,2800000.0,1950000.0,2106500.0,2404000.0,2100000.0,1750000.0,1329600.0,1480900.0,1100000.0,1311000.0,1314303.5,18478412.0,11987000.0,7584706.0,9548235.5,3499215.5,2236000.0,363311.0,503880.0,555575.0,568187.0,571090.0,559824.0,2848500.0,2555147.5,3055758.0,3415000.0,3574182.0,3440000.0,3492000.0,2782262.0,2395000.0,12585000.0,11300000.0,7584706.0,9481235.5,2824325.0,2236000.0,363311.0,503880.0,555575.0,568187.0,571090.0,559824.0,2848500.0,2516291.0,3055758.0,3525500.0,3505000.0,3500000.0,3500000.0,2782262.0,1973000.0
1.0,2279.37,4404000.0,3332960.0,3400000.0,3559760.0,3824840.0,3273000.0,3049000.0,2903040.0,2837160.0,2993760.0,2967000.0,2759000.0,2812320.0,3127000.0,3000000.0,3051520.0,3200000.0,3221563.0,3550000.0,3996900.0,3141000.0,4404000.0,3332960.0,3400000.0,3559760.0,3824840.0,3273000.0,3049000.0,2903040.0,2837160.0,2993760.0,2967000.0,2759000.0,2822000.0,3127000.0,3063000.0,3138000.0,3246000.0,3260023.0,3658967.0,4051500.0,3977500.0,48600.0,59900.0,53800.0,39900.0,83007.404,95254.398,84368.181,86182.55,70306.817,16329.325,15422.141,31297.874,65317.301,77564.295,113398.092,142428.004,139706.45,97522.36,78471.48,79378.665,5.096,7200000.0,5131037.5,4419804.5,5283444.0,4826223.5,4388513.0,1350000.0,1791550.0,2973000.0,1632825.0,2800000.0,1950000.0,2106500.0,2404000.0,2100000.0,1750000.0,1329600.0,1480900.0,1100000.0,1311000.0,1314303.5,61519000.0,59277000.0,220000.0,12299000.0,3499215.5,2236000.0,1456500.0,1739965.0,1970438.0,2388000.0,2318266.0,2597000.0,2848500.0,2555147.5,3055758.0,3415000.0,3574182.0,3440000.0,3492000.0,2782262.0,2395000.0,26764000.0,34118000.0,198000.0,11066000.0,2824325.0,2236000.0,1400000.0,1524279.5,1848000.0,2250763.0,2318266.0,2597000.0,2848500.0,2516291.0,3055758.0,3525500.0,3505000.0,3500000.0,3500000.0,2782262.0,1973000.0
1.0,89.25,4404000.0,3332960.0,3400000.0,3559760.0,3824840.0,3273000.0,3049000.0,2903040.0,2837160.0,2993760.0,2967000.0,2759000.0,2812320.0,3127000.0,3000000.0,3051520.0,3200000.0,180000.0,0.0,670000.0,3141000.0,4404000.0,3332960.0,3400000.0,3559760.0,3824840.0,3273000.0,3049000.0,2903040.0,2837160.0,2993760.0,2967000.0,2759000.0,2822000.0,3127000.0,3063000.0,3138000.0,3246000.0,180000.0,0.0,670000.0,3977500.0,19719.5,3999.0,2751.0,2401.0,3325.0,4299.4555,1095.36,206.5555,105.29400000000001,86.254,85.5465,114.0915,99.67949999999999,99.135,104.4385,136.871,135.587,120.2985,115.492,77.706,5.096,7200000.0,5131037.5,4419804.5,5283444.0,4826223.5,4388513.0,1350000.0,1791550.0,2973000.0,1632825.0,2800000.0,1950000.0,2106500.0,2404000.0,2100000.0,1750000.0,1329600.0,1480900.0,1100000.0,1311000.0,1314303.5,18478412.0,11987000.0,7584706.0,9548235.5,3499215.5,2236000.0,1456500.0,1739965.0,1970438.0,2388000.0,2318266.0,2597000.0,2848500.0,2555147.5,3055758.0,3415000.0,3574182.0,3440000.0,3492000.0,2782262.0,2395000.0,12585000.0,11300000.0,7584706.0,9481235.5,2824325.0,2236000.0,1400000.0,1524279.5,1848000.0,2250763.0,2318266.0,2597000.0,2848500.0,2516291.0,3055758.0,3525500.0,3505000.0,3500000.0,3500000.0,2782262.0,1973000.0
1.0,847.72,4404000.0,3332960.0,3400000.0,3559760.0,3824840.0,3273000.0,3049000.0,2903040.0,2837160.0,2993760.0,2967000.0,2759000.0,2812320.0,3127000.0,3000000.0,3051520.0,3200000.0,3221563.0,3550000.0,3996900.0,3141000.0,4404000.0,3332960.0,3400000.0,3559760.0,3824840.0,3273000.0,3049000.0,2903040.0,2837160.0,2993760.0,2967000.0,2759000.0,2822000.0,3127000.0,3063000.0,3138000.0,3246000.0,3260023.0,3658967.0,4051500.0,3977500.0,19719.5,3999.0,2751.0,2401.0,3325.0,4299.4555,1095.36,206.5555,26.932,45.047,33.963,41.787,94.376,120.202,115.524,136.871,145.461,152.917,170.069,77.706,5.096,7200000.0,5131037.5,4419804.5,5283444.0,4826223.5,4388513.0,1350000.0,1791550.0,2973000.0,1632825.0,2800000.0,1950000.0,2106500.0,2404000.0,2100000.0,1750000.0,1329600.0,1480900.0,1100000.0,1311000.0,1314303.5,18478412.0,11987000.0,7584706.0,9548235.5,3499215.5,2236000.0,1456500.0,1739965.0,1970438.0,2388000.0,860000.0,967000.0,1113000.0,1242000.0,1341000.0,1329000.0,1275000.0,1302000.0,1324000.0,2782262.0,2395000.0,12585000.0,11300000.0,7584706.0,9481235.5,2824325.0,2236000.0,1400000.0,1524279.5,1848000.0,2250763.0,860000.0,967000.0,1113000.0,1242000.0,1341000.0,1329000.0,1275000.0,1302000.0,1324000.0,2782262.0,1973000.0
1.0,95.29,4404000.0,3332960.0,3400000.0,3559760.0,3824840.0,3273000.0,3049000.0,2903040.0,2837160.0,2993760.0,3770000.0,5790000.0,8189000.0,11782000.0,12148000.0,13110000.0,12591456.0,11780000.0,11719000.0,12029000.0,3141000.0,4404000.0,3332960.0,3400000.0,3559760.0,3824840.0,3273000.0,3049000.0,2903040.0,2837160.0,2993760.0,3770000.0,5790000.0,8189000.0,11782000.0,12148000.0,13110000.0,12591456.0,11780000.0,11719000.0,12029000.0,3977500.0,19719.5,3999.0,2751.0,2401.0,3325.0,4299.4555,1095.36,206.5555,105.29400000000001,86.254,85.5465,114.0915,99.67949999999999,99.135,104.4385,136.871,135.587,120.2985,115.492,77.706,5.096,7200000.0,5131037.5,4419804.5,5283444.0,4826223.5,4388513.0,1350000.0,1791550.0,2973000.0,1632825.0,2800000.0,1950000.0,2106500.0,2404000.0,2100000.0,1750000.0,1329600.0,1480900.0,1100000.0,1311000.0,1314303.5,18478412.0,11987000.0,7584706.0,9548235.5,3499215.5,2236000.0,1456500.0,1739965.0,1970438.0,2388000.0,2318266.0,2597000.0,2848500.0,2555147.5,3055758.0,3415000.0,3574182.0,3440000.0,3492000.0,2782262.0,2395000.0,12585000.0,11300000.0,7584706.0,9481235.5,2824325.0,2236000.0,1400000.0,1524279.5,1848000.0,2250763.0,2318266.0,2597000.0,2848500.0,2516291.0,3055758.0,3525500.0,3505000.0,3500000.0,3500000.0,2782262.0,1973000.0
1.0,145.86,4404000.0,3332960.0,3400000.0,3559760.0,3824840.0,3273000.0,3049000.0,2903040.0,2837160.0,2993760.0,2967000.0,2759000.0,2812320.0,3127000.0,3000000.0,3051520.0,3200000.0,3221563.0,3550000.0,3996900.0,3141000.0,4404000.0,3332960.0,3400000.0,3559760.0,3824840.0,3273000.0,3049000.0,2903040.0,2837160.0,2993760.0,2967000.0,2759000.0,2822000.0,3127000.0,3063000.0,3138000.0,3246000.0,3260023.0,3658967.0,4051500.0,3977500.0,19719.5,3999.0,2751.0,2401.0,3325.0,4299.4555,1095.36,206.5555,105.29400000000001,86.254,85.5465,114.0915,99.67949999999999,99.135,104.4385,136.871,135.587,120.2985,115.492,77.706,5.096,7200000.0,5131037.5,4419804.5,5283444.0,4826223.5,4388513.0,1350000.0,1791550.0,2973000.0,1632825.0,2800000.0,1950000.0,2106500.0,2404000.0,2100000.0,1750000.0,1329600.0,1480900.0,1100000.0,1311000.0,1314303.5,18478412.0,11987000.0,7584706.0,9548235.5,3499215.5,2236000.0,1456500.0,1739965.0,1970438.0,2388000.0,2318266.0,2597000.0,2848500.0,2555147.5,3055758.0,3415000.0,3574182.0,3440000.0,3492000.0,2782262.0,2395000.0,12585000.0,11300000.0,7584706.0,9481235.5,2824325.0,2236000.0,1400000.0,1524279.5,1848000.0,2250763.0,2318266.0,2597000.0,2848500.0,2516291.0,3055758.0,3525500.0,3505000.0,3500000.0,3500000.0,2782262.0,1973000.0
1.0,145.86,4404000.0,3332960.0,3400000.0,3559760.0,3824840.0,3273000.0,3049000.0,2903040.0,2837160.0,2993760.0,2967000.0,2759000.0,2812320.0,3127000.0,3000000.0,3051520.0,3200000.0,3221563.0,3550000.0,3996900.0,3141000.0,4404000.0,3332960.0,3400000.0,3559760.0,3824840.0,3273000.0,3049000.0,2903040.0,2837160.0,2993760.0,2967000.0,2759000.0,2822000.0,3127000.0,3063000.0,3138000.0,3246000.0,3260023.0,3658967.0,4051500.0,3977500.0,19719.5,3999.0,2751.0,2401.0,3325.0,4299.4555,1095.36,206.5555,105.29400000000001,86.254,85.5465,114.0915,3175.147,8618.255,9525.44,10432.625,7257.478,9071.847,9525.44,7711.07,5.096,7200000.0,5131037.5,4419804.5,5283444.0,4826223.5,4388513.0,1350000.0,1791550.0,2973000.0,1632825.0,2800000.0,1950000.0,2106500.0,2404000.0,2100000.0,1750000.0,1329600.0,1480900.0,1100000.0,1311000.0,1314303.5,18478412.0,11987000.0,7584706.0,9548235.5,3499215.5,2236000.0,1456500.0,1739965.0,1970438.0,2388000.0,2318266.0,2597000.0,2848500.0,2555147.5,3055758.0,3415000.0,3574182.0,3440000.0,3492000.0,2782262.0,2395000.0,12585000.0,11300000.0,7584706.0,9481235.5,2824325.0,2236000.0,1400000.0,1524279.5,1848000.0,2250763.0,2318266.0,2597000.0,2848500.0,2516291.0,3055758.0,3525500.0,3505000.0,3500000.0,3500000.0,2782262.0,1973000.0
1.0,43.21,4404000.0,1500000.0,1800000.0,1200000.0,1700000.0,1400000.0,1700000.0,3400000.0,3700000.0,3700000.0,3400000.0,3400000.0,3500000.0,3200000.0,1861574.0,1935058.0,2170022.0,1966810.0,3550000.0,3996900.0,3141000.0,4404000.0,1500000.0,1800000.0,1200000.0,1700000.0,1400000.0,1700000.0,3400000.0,3700000.0,3700000.0,3400000.0,3400000.0,3500000.0,3200000.0,1861574.0,1935058.0,2170022.0,1966810.0,3658967.0,4051500.0,3977500.0,19719.5,3999.0,2751.0,2401.0,3325.0,4299.4555,1095.36,206.5555,105.29400000000001,86.254,85.5465,114.0915,99.67949999999999,99.135,104.4385,136.871,135.587,120.2985,115.492,77.706,5.096,7200000.0,5131037.5,4419804.5,5283444.0,4826223.5,4388513.0,1350000.0,1791550.0,2973000.0,1632825.0,2800000.0,1950000.0,2106500.0,2404000.0,2100000.0,1750000.0,1329600.0,1480900.0,1100000.0,1311000.0,1314303.5,18478412.0,11987000.0,7584706.0,9548235.5,3499215.5,2236000.0,1456500.0,1739965.0,1970438.0,2388000.0,2318266.0,2597000.0,2848500.0,2555147.5,3055758.0,3415000.0,3574182.0,3440000.0,3492000.0,2782262.0,2395000.0,12585000.0,11300000.0,7584706.0,9481235.5,2824325.0,2236000.0,1400000.0,1524279.5,1848000.0,2250763.0,2318266.0,2597000.0,2848500.0,2516291.0,3055758.0,3525500.0,3505000.0,3500000.0,3500000.0,2782262.0,1973000.0
1.0,6680.73,4404000.0,3332960.0,3400000.0,3559760.0,3824840.0,3273000.0,3049000.0,2903040.0,2837160.0,2993760.0,2967000.0,2759000.0,2812320.0,3127000.0,3000000.0,3051520.0,3200000.0,3221563.0,3550000.0,3996900.0,3141000.0,4404000.0,3332960.0,3400000.0,3559760.0,3824840.0,3273000.0,3049000.0,2903040.0,2837160.0,2993760.0,2967000.0,2759000.0,2822000.0,3127000.0,3063000.0,3138000.0,3246000.0,3260023.0,3658967.0,4051500.0,3977500.0,19719.5,3999.0,2751.0,2401.0,3325.0,4299.4555,1095.36,206.5555,105.29400000000001,86.254,85.5465,114.0915,99.67949999999999,69304.0,71090.0,70029.0,73643.0,73664.0,70738.0,77.706,5.096,7200000.0,5131037.5,4419804.5,5283444.0,4826223.5,4388513.0,1350000.0,1791550.0,2973000.0,1632825.0,2800000.0,1950000.0,2106500.0,2404000.0,2100000.0,1750000.0,1329600.0,1480900.0,1100000.0,1311000.0,1314303.5,18478412.0,11987000.0,7584706.0,9548235.5,3499215.5,2236000.0,1456500.0,1739965.0,1970438.0,2388000.0,2318266.0,2597000.0,2848500.0,1253000.0,1539000.0,1500000.0,1538000.0,1619000.0,1544000.0,2782262.0,2395000.0,12585000.0,11300000.0,7584706.0,9481235.5,2824325.0,2236000.0,1400000.0,1524279.5,1848000.0,2250763.0,2318266.0,2597000.0,2848500.0,1253000.0,1539000.0,1500000.0,1538000.0,1619000.0,1544000.0,2782262.0,1973000.0
1.0,2279.37,4404000.0,3332960.0,3400000.0,3559760.0,3824840.0,3273000.0,3049000.0,2903040.0,2837160.0,2993760.0,2967000.0,2759000.0,2812320.0,3127000.0,3000000.0,3051520.0,3200000.0,3221563.0,3550000.0,3996900.0,3141000.0,4404000.0,3332960.0,3400000.0,3559760.0,3824840.0,3273000.0,3049000.0,2903040.0,2837160.0,2993760.0,2967000.0,2759000.0,2822000.0,3127000.0,3063000.0,3138000.0,3246000.0,3260023.0,3658967.0,4051500.0,3977500.0,821548.0,902267.0,893862.0,907169.0,982817.0,964931.0,940613.0,896308.0,755258.0,874748.0,903721.0,210.71,106.927,99.79,186.941,624372.0,620265.0,267.319,261.959,77.706,5.096,7200000.0,5131037.5,4419804.5,5283444.0,4826223.5,4388513.0,1350000.0,1791550.0,2973000.0,1632825.0,2800000.0,1950000.0,2106500.0,2404000.0,2100000.0,1750000.0,1329600.0,1480900.0,1100000.0,1311000.0,1314303.5,18478412.0,11987000.0,7584706.0,9548235.5,3499215.5,2236000.0,1456500.0,1739965.0,1970438.0,2388000.0,2318266.0,2597000.0,2848500.0,2555147.5,3055758.0,3415000.0,3574182.0,3440000.0,3492000.0,2782262.0,2395000.0,12585000.0,11300000.0,7584706.0,9481235.5,2824325.0,2236000.0,1400000.0,1524279.5,1848000.0,2250763.0,2318266.0,2597000.0,2848500.0,2516291.0,3055758.0,3525500.0,3505000.0,3500000.0,3500000.0,2782262.0,1973000.0
1.0,43.21,4404000.0,10236845.0,9127339.0,9981922.0,11480616.0,12162830.0,11550470.0,11232043.0,11636654.0,9167256.0,11116829.0,7951608.0,7253064.0,7481678.0,7941629.0,8540381.0,7981546.0,7834579.0,3550000.0,3996900.0,3141000.0,4404000.0,10236845.0,9127339.0,9981922.0,11480616.0,12162830.0,11550470.0,11232043.0,11636654.0,9167256.0,11116829.0,7951608.0,7253064.0,7481678.0,7941629.0,8540381.0,7981546.0,7834579.0,3658967.0,4051500.0,3977500.0,19719.5,3999.0,2751.0,2401.0,3325.0,4299.4555,1095.36,206.5555,105.29400000000001,86.254,85.5465,114.0915,99.67949999999999,99.135,104.4385,136.871,135.587,120.2985,115.492,77.706,5.096,7200000.0,5131037.5,4419804.5,5283444.0,4826223.5,4388513.0,1350000.0,1791550.0,2973000.0,1632825.0,2800000.0,1950000.0,2106500.0,2404000.0,2100000.0,1750000.0,1329600.0,1480900.0,1100000.0,1311000.0,1314303.5,18478412.0,11987000.0,7584706.0,9548235.5,3499215.5,2236000.0,1456500.0,1739965.0,1970438.0,2388000.0,2318266.0,2597000.0,2848500.0,2555147.5,3055758.0,3415000.0,3574182.0,3440000.0,3492000.0,2782262.0,2395000.0,12585000.0,11300000.0,7584706.0,9481235.5,2824325.0,2236000.0,1400000.0,1524279.5,1848000.0,2250763.0,2318266.0,2597000.0,2848500.0,2516291.0,3055758.0,3525500.0,3505000.0,3500000.0,3500000.0,2782262.0,1973000.0
