facility_id,primary_commodity,country,LOM_in_Buckets,still_operating,price_usd_tonne,2000_clean_coal_value_tonnes,2001_clean_coal_value_tonnes,2002_clean_coal_value_tonnes,2003_clean_coal_value_tonnes,2004_clean_coal_value_tonnes,2005_clean_coal_value_tonnes,2006_clean_coal_value_tonnes,2007_clean_coal_value_tonnes,2008_clean_coal_value_tonnes,2009_clean_coal_value_tonnes,2010_clean_coal_value_tonnes,2011_clean_coal_value_tonnes,2012_clean_coal_value_tonnes,2013_clean_coal_value_tonnes,2014_clean_coal_value_tonnes,2015_clean_coal_value_tonnes,2016_clean_coal_value_tonnes,2017_clean_coal_value_tonnes,2018_clean_coal_value_tonnes,2019_clean_coal_value_tonnes,2020_clean_coal_value_tonnes,2000_coal_mined_value_tonnes,2001_coal_mined_value_tonnes,2002_coal_mined_value_tonnes,2003_coal_mined_value_tonnes,2004_coal_mined_value_tonnes,2005_coal_mined_value_tonnes,2006_coal_mined_value_tonnes,2007_coal_mined_value_tonnes,2008_coal_mined_value_tonnes,2009_coal_mined_value_tonnes,2010_coal_mined_value_tonnes,2011_coal_mined_value_tonnes,2012_coal_mined_value_tonnes,2013_coal_mined_value_tonnes,2014_coal_mined_value_tonnes,2015_coal_mined_value_tonnes,2016_coal_mined_value_tonnes,2017_coal_mined_value_tonnes,2018_coal_mined_value_tonnes,2019_coal_mined_value_tonnes,2020_coal_mined_value_tonnes,2000_commodities_recovery_rate,2001_commodities_recovery_rate,2002_commodities_recovery_rate,2003_commodities_recovery_rate,2004_commodities_recovery_rate,2005_commodities_recovery_rate,2006_commodities_recovery_rate,2007_commodities_recovery_rate,2008_commodities_recovery_rate,2009_commodities_recovery_rate,2010_commodities_recovery_rate,2011_commodities_recovery_rate,2012_commodities_recovery_rate,2013_commodities_recovery_rate,2014_commodities_recovery_rate,2015_commodities_recovery_rate,2016_commodities_recovery_rate,2017_commodities_recovery_rate,2018_commodities_recovery_rate,2019_commodities_recovery_rate,2020_commodities_recovery_rate,2000_commodities_value_tonnes,2001_commodities_value_tonnes,2002_commodities_value_tonnes,2003_commodities_value_tonnes,2004_commodities_value_tonnes,2005_commodities_value_tonnes,2006_commodities_value_tonnes,2007_commodities_value_tonnes,2008_commodities_value_tonnes,2009_commodities_value_tonnes,2010_commodities_value_tonnes,2011_commodities_value_tonnes,2012_commodities_value_tonnes,2013_commodities_value_tonnes,2014_commodities_value_tonnes,2015_commodities_value_tonnes,2016_commodities_value_tonnes,2017_commodities_value_tonnes,2018_commodities_value_tonnes,2019_commodities_value_tonnes,2020_commodities_value_tonnes,2018_commodity_x,2019_commodity_x,2015_id_x,2018_id_x,2019_id_x,2021_id_x,2000_minerals_concentrate_value_tonnes,2001_minerals_concentrate_value_tonnes,2002_minerals_concentrate_value_tonnes,2003_minerals_concentrate_value_tonnes,2004_minerals_concentrate_value_tonnes,2005_minerals_concentrate_value_tonnes,2006_minerals_concentrate_value_tonnes,2007_minerals_concentrate_value_tonnes,2008_minerals_concentrate_value_tonnes,2009_minerals_concentrate_value_tonnes,2010_minerals_concentrate_value_tonnes,2011_minerals_concentrate_value_tonnes,2012_minerals_concentrate_value_tonnes,2013_minerals_concentrate_value_tonnes,2014_minerals_concentrate_value_tonnes,2015_minerals_concentrate_value_tonnes,2016_minerals_concentrate_value_tonnes,2017_minerals_concentrate_value_tonnes,2018_minerals_concentrate_value_tonnes,2019_minerals_concentrate_value_tonnes,2020_minerals_concentrate_value_tonnes,2000_minerals_ore_mined_value_tonnes,2001_minerals_ore_mined_value_tonnes,2002_minerals_ore_mined_value_tonnes,2003_minerals_ore_mined_value_tonnes,2004_minerals_ore_mined_value_tonnes,2005_minerals_ore_mined_value_tonnes,2006_minerals_ore_mined_value_tonnes,2007_minerals_ore_mined_value_tonnes,2008_minerals_ore_mined_value_tonnes,2009_minerals_ore_mined_value_tonnes,2010_minerals_ore_mined_value_tonnes,2011_minerals_ore_mined_value_tonnes,2012_minerals_ore_mined_value_tonnes,2013_minerals_ore_mined_value_tonnes,2014_minerals_ore_mined_value_tonnes,2015_minerals_ore_mined_value_tonnes,2016_minerals_ore_mined_value_tonnes,2017_minerals_ore_mined_value_tonnes,2018_minerals_ore_mined_value_tonnes,2019_minerals_ore_mined_value_tonnes,2020_minerals_ore_mined_value_tonnes,2000_minerals_ore_processed_value_tonnes,2001_minerals_ore_processed_value_tonnes,2002_minerals_ore_processed_value_tonnes,2003_minerals_ore_processed_value_tonnes,2004_minerals_ore_processed_value_tonnes,2005_minerals_ore_processed_value_tonnes,2006_minerals_ore_processed_value_tonnes,2007_minerals_ore_processed_value_tonnes,2008_minerals_ore_processed_value_tonnes,2009_minerals_ore_processed_value_tonnes,2010_minerals_ore_processed_value_tonnes,2011_minerals_ore_processed_value_tonnes,2012_minerals_ore_processed_value_tonnes,2013_minerals_ore_processed_value_tonnes,2014_minerals_ore_processed_value_tonnes,2015_minerals_ore_processed_value_tonnes,2016_minerals_ore_processed_value_tonnes,2017_minerals_ore_processed_value_tonnes,2018_minerals_ore_processed_value_tonnes,2019_minerals_ore_processed_value_tonnes,2020_minerals_ore_processed_value_tonnes
COM00084.00,Copper,United States of America,76.0,1.0,2279.37,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,11800.0,10500.0,15600.0,24500.0,99790.321,91172.066,74842.741,91625.659,102965.468,102058.283,92079.251,87996.92,89357.697,97975.952,107501.392,95254.398,80285.849,78471.48,90264.882,98883.137,,,,,,,,,,,,,,,,,,,,,,,,,,,,,69101000.0,63680000.0,42912000.0,48935000.0,,,,,,,,,,,,,,,,,,29846000.0,32363000.0,20111000.0,26103000.0,,,,,,,,,,,,,,,,,
COM00086.00,Gold,Indonesia,17.0,1.0,1514.58,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.277,0.858,2.49,3.695,2.549,1.619,2.449,2.37,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
COM00109.00,Coal,United States of America,11.0,1.0,95.29,,,,,,,,,,,2540160.0,5896800.0,7166880.0,7439040.0,7620480.0,7166880.0,6622560.0,6622560.0,6259680.0,6168960.0,,,,,,,,,,,,2540160.0,5896800.0,7166880.0,7439040.0,7620480.0,7166880.0,6622560.0,6622560.0,6259680.0,6168960.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
COM00110.00,Gold,South Africa,38.0,1.0,1514.58,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.981,9.722,10.354,10.105,10.041,9.113,8.553,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3368000.0,4091000.0,4546000.0,4319000.0,4333000.0,3515000.0,2952000.0,,,,,,,,,,,,,,,3368000.0,4091000.0,4546000.0,4319000.0,4333000.0,3515000.0,2952000.0,,
COM00113.00,Coal,United States of America,14.0,1.0,67.27,,,,,,,,36059.0,482487.0,680834.0,890322.0,1004898.0,997920.0,997920.0,907200.0,816480.0,907200.0,907200.0,907200.0,907200.0,,,,,,,,,36059.0,482487.0,680834.0,890322.0,1004898.0,997920.0,997920.0,907200.0,816480.0,907200.0,907200.0,907200.0,907200.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
COM00115.00,Coal,China,45.0,1.0,75.08,,,,,,,,,,,,,,1000000.0,800000.0,700000.0,,,,,,,,,,,,,,,,,,,1000000.0,800000.0,700000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
COM00118.00,Coal,United States of America,22.0,1.0,95.29,,,,,,,,,,,997920.0,907200.0,937138.0,902664.0,365602.0,584237.0,303005.0,362880.0,325685.0,,,,,,,,,,,,,997920.0,907200.0,937138.0,902664.0,365602.0,584237.0,303005.0,362880.0,325685.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
COM00123.00,Coal,Mozambique,9.0,1.0,85.86,,,,,,,,,,,,,289000.0,867000.0,1068333.0,,,,,,,,,,,,,,,,,,,289000.0,867000.0,1068333.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
COM00125.00,Coal,Russian Federation,63.0,1.0,107.05,,,,,,,,,,,,1300000.0,1230000.0,700000.0,,,,,,,,,,,,,,,,,,,1300000.0,1230000.0,700000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
COM00128.00,Coal,United States of America,58.0,1.0,43.21,,2800526.0,2727043.0,2554675.0,2769682.0,2609107.0,2430389.0,2678962.0,2763331.0,2346926.0,2626344.0,2652653.0,2099261.0,2248042.0,2507501.0,1935058.0,801965.0,391910.0,,,,,2800526.0,2727043.0,2554675.0,2769682.0,2609107.0,2430389.0,2678962.0,2763331.0,2346926.0,2626344.0,2652653.0,2099261.0,2248042.0,2507501.0,1935058.0,801965.0,391910.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
COM00139.00,Other (poly)-metallic,South Africa,41.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.882,0.9338,0.91,0.89,0.874,0.848,0.846,0.863,0.869,0.82,,,,,4700.0,5200.0,3200.0,3400.0,2200.0,2500.0,2200.0,51083.676,14716.57,54810.843,50005.522,39030.295,31695.367,34745.607,43926.01,47447.685,45384.2,,,,,,,,,,,,,,,,,,71000.0,20757.0,74644.0,68986.0,53221.0,45129.0,48091.0,59518.0,65381.0,55548.0,,,,,1501000.0,1518000.0,1413000.0,1554500.0,1065200.0,1199800.0,1249700.0,1379000.0,379756.0,1434088.0,1518540.0,1395534.0,1437562.0,1579633.0,1590600.0,1605892.0,3162662.0,,,,,1449000.0,1500000.0,1350000.0,1403800.0,1099600.0,1204800.0,1293200.0,1379000.0,379756.0,1434088.0,1518540.0,1395534.0,1437562.0,1579633.0,1590600.0,1605892.0,3162662.0,
COM00142.00,Coal,United States of America,51.0,1.0,33.2,4263840.0,4536000.0,4354560.0,4898880.0,5171040.0,4808160.0,4536000.0,4626720.0,5080320.0,3447360.0,4082400.0,90720.0,181440.0,,,,,,,,,4263840.0,4536000.0,4354560.0,4898880.0,5171040.0,4808160.0,4536000.0,4626720.0,5080320.0,3447360.0,4082400.0,90720.0,181440.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
COM00143.00,Coal,Australia,54.0,1.0,33.2,7094000.0,8656000.0,14074000.0,13682000.0,13062000.0,13130000.0,12036000.0,12276000.0,11264000.0,10764000.0,11466000.0,9178000.0,8870000.0,10864000.0,13460000.0,13988000.0,15252000.0,14592000.0,13376000.0,13206000.0,,7094000.0,8656000.0,14074000.0,13682000.0,13062000.0,13130000.0,12036000.0,12276000.0,11264000.0,10764000.0,11466000.0,9178000.0,8870000.0,10864000.0,13460000.0,13988000.0,15252000.0,14592000.0,13376000.0,13206000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
COM00146.00,Iron,Canada,11.0,1.0,123.34,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,,,,,,,,,,,,,,,,,,,,4644348.0,5248056.8,,,,,,,,,,,,,,,,,,,,5994677.0,5994677.0,,,,623300.0,6994500.0,7903700.0,,,,,,,,,,,,,,,,,,,,19711700.0,20817400.0,,,,,,,,,,,,,,,,,,,,18493800.0,19749800.0
COM00150.00,Aluminium,India,17.0,1.0,2857.67,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,31989.006,165975.0,257453.955,147422.75,138300.0,231797.464,409875.843,323994.33,221440.695,402812.28,484617.7,497495.1,264773.6,211134.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,65821.0,331950.0,520109.0,300250.0,300000.0,506108.0,885261.0,705870.0,472155.0,860710.0,1033300.0,1065300.0,581920.0,462000.0,,,,,,,,65821.0,331950.0,520109.0,300250.0,300000.0,506108.0,885261.0,705870.0,472155.0,860710.0,1033300.0,1065300.0,581920.0,462000.0,
COM00151.00,Gold,Australia,12.0,1.0,350.72,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.278042,,,,,,,,0.819,0.831,0.819,0.799,0.813,0.812,0.825,0.833,0.834,0.832,0.853,,7.155,6.634,3.619,,,,,,,3.453,20.602,20.97,20.525,19.958,19.731,22.51,22.68,22.311,20.1,19.93,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7800780.0,,,,,,,,3677789.0,48569674.0,47973643.0,38596824.0,38569608.0,49279104.0,44584344.0,44923637.0,42718234.0,35301874.0,35112269.0,,,7800780.0,,,,,,,,2250763.0,26619062.0,31726598.0,33395846.0,32695488.0,35462448.0,37221509.0,37932754.0,39004157.0,40237949.0,39810658.0,
COM00154.00,Coal,Australia,15.0,1.0,55.48,,,,,,,,,,,,,,,5400000.0,6600000.0,6900000.0,6900000.0,6600000.0,6100000.0,,,,,,,,,,,,,,,,5600000.0,7700000.0,7800000.0,8000000.0,7900000.0,7400000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
COM00163.00,Copper,Kazakhstan,6.0,1.0,5630.38,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.000415,0.0,0.0,,,,,,,,,,,,,,,,,,,10.513,106000.0,106400.0,,,,,,,,,,,,,,,,,,,,,,,,,214000.0,480800.0,490400.0,,,,,,,,,,,,,,,,,,7099000.0,28272000.0,34612000.0,30722000.0,,,,,,,,,,,,,,,,,,7099000.0,28272000.0,24558000.0,28454000.0,,
COM00164.00,Copper,Kyrgyzstan,7.0,1.0,6340.32,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,1.3e-05,1.3e-05,0.0,0.0,,,,,,,,,,,,,,,,,7.77,3.644,9.262,7.745,7.527,,,,,,,,,,,,,,,,,,,,,,,3000.0,13000.0,34000.0,33900.0,33100.0,,,,,,,,,,,,,,,,,426000.0,449000.0,935000.0,921000.0,937000.0,,,,,,,,,,,,,,,,,426000.0,449000.0,1034000.0,1009000.0,1002000.0,,
COM00168.00,Gold,Peru,3.0,0.0,1514.58,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.013623,0.005466,0.005633,,,,,,,,,,,,,,,,,,,0.535,11.096,11.477,5.607,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,203164.0,2101031.0,2264111.0,0.0,,,,,,,,,,,,,,,,,,203164.0,2101031.0,2264111.0,0.0,,,,,
COM00170.00,Other mine,Australia,16.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
COM00176.00,Coal,United States of America,38.0,1.0,33.2,4173120.0,4082400.0,3719520.0,4263840.0,3991680.0,1542240.0,4536000.0,2540160.0,3175200.0,1905120.0,4082400.0,5171040.0,3175200.0,4354560.0,3628800.0,3991680.0,,4900000.0,4700000.0,4500000.0,,4173120.0,4082400.0,3719520.0,4263840.0,3991680.0,1542240.0,4536000.0,2540160.0,3175200.0,1905120.0,4082400.0,5171040.0,3175200.0,4354560.0,3628800.0,3991680.0,,4900000.0,4700000.0,4500000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
COM00177.00,Coal,United States of America,14.0,1.0,59.08,,,,,,,,,,,,,,,,682214.0,645019.0,552485.0,,,,,,,,,,,,,,,,,,,682214.0,645019.0,552485.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
COM00178.00,Copper,Mexico,122.0,1.0,4194.84,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,,0.55,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,118700.0,111300.0,63900.0,6200.0,0.0,0.0,110100.0,134000.0,115800.0,132900.0,162000.0,316000.0,319000.0,325000.0,338000.0,,,,,,,,,,,,,436500.0,386000.0,230500.0,24500.0,0.0,0.0,410000.0,511600.0,476500.0,565700.0,705000.0,1329600.0,1361800.0,1371100.0,1420500.0,,,,,,,25638000.0,22896000.0,12545000.0,1271000.0,0.0,656000.0,22444000.0,25763000.0,25260000.0,27291000.0,33726000.0,66328000.0,69773000.0,70464000.0,70323000.0,,,,,,,25622000.0,22915000.0,12571000.0,1233000.0,0.0,0.0,21972000.0,25748000.0,25277000.0,27278000.0,33141000.0,66112000.0,69294000.0,70328000.0,70371000.0,
COM00188.00,Copper,Russian Federation,3.0,1.0,6410.56,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.523,5.018,,,,,,,,,,,,,,,,,,,,,,,,,,346000.0,1311000.0,,,,,,,,,,,,,,,,,,,,7860000.0,10490000.0,,,,,,,,,,,,,,,,,,,,3800000.0,7500000.0,
COM00191.00,Coal,United States of America,21.0,1.0,67.27,,,,,,,,185143.0,370286.0,740571.0,907200.0,725760.0,649555.0,673142.0,2788733.0,1927800.0,1650197.0,1427026.0,1141258.0,,,,,,,,,,185143.0,370286.0,740571.0,907200.0,725760.0,649555.0,673142.0,2788733.0,1927800.0,1650197.0,1427026.0,1141258.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
COM00197.00,Copper,Chile,28.0,1.0,2279.37,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.927,0.918,0.926,0.689,0.721,,224700.0,243200.0,219500.0,234500.0,209106.083,190962.388,194591.127,205477.344,202302.197,167829.177,166014.807,174633.062,146963.928,191415.98,,53.127,47.202,51.624,34.218,36.996,,,,,,,,,,,,,,,,,,,,,,,,,,,,,128464000.0,126509000.0,109211000.0,108442000.0,,,,,,,,,,,,33922000.0,30915000.0,28005000.0,17799000.0,28753000.0,,26165000.0,27365000.0,28507000.0,26407000.0,,,,,,,,,,,,30133000.0,31938000.0,29435000.0,27585000.0,26287000.0,
COM00205.00,Gold,United States of America,38.0,1.0,730.09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,25.668,25.118,26.762,27.556,26.28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17580629.0,19845000.0,11323670.0,4978714.0,17637782.0,18154886.0,27377482.0,21433507.0,20921846.0,24041707.0,29150150.0,18554962.0,,,,,,,,,,17580629.0,19845000.0,11323670.0,4978714.0,17637782.0,18154886.0,27377482.0,21433507.0,20921846.0,24041707.0,29150150.0,18554962.0,,
COM00208.00,Gold,Australia,11.0,1.0,1224.66,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.904,0.874,0.905,0.92,0.918,0.93,0.931,0.93,,,,,,,,,,,0.779,3.457,3.611,4.235,4.152,5.21,4.889,4.851,5.327,6.212,6.322,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2500582.0,2569000.0,2314000.0,2321000.0,2469000.0,1718000.0,1976000.0,2395000.0,,,,,,,,,,,,,,2500582.0,2569000.0,2314000.0,2321000.0,2469000.0,2479000.0,2437000.0,2394000.0
COM00210.00,Iron,Brazil,108.0,1.0,38.73,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,16460400.0,15128700.0,11787600.0,16020775.0,17775840.0,19961485.0,18326000.0,17243780.0,19655125.0,,,,,,,,,,12300000.0,14100000.0,15500000.0,13700000.0,13100000.0,15000000.0,17000000.0,17100000.0,21600000.0,25800000.0,23900000.0,18800000.0,25450000.0,27840000.0,32170000.0,29920000.0,27880000.0,32090000.0,,,,15900000.0,18100000.0,20600000.0,19000000.0,17500000.0,21600000.0,19900000.0,27000000.0,,,,,,,,,,,,,,15900000.0,18100000.0,20600000.0,19000000.0,17500000.0,19300000.0,19500000.0,27000000.0,,,,,,,,,,,
COM00210.02,Iron,Brazil,71.0,1.0,128.88,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
COM00215.00,Coal,Australia,7.0,1.0,65.81,,,,,,,,,,,,,,,1126000.0,6128000.0,7202000.0,6916000.0,8570000.0,7934000.0,,,,,,,,,,,,,,,,1126000.0,6128000.0,7202000.0,6916000.0,8570000.0,7934000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
COM00217.00,Aluminium,Guinea,48.0,1.0,1885.13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11987000.0,12041000.0,12060000.0,,,,,13181000.0,11216000.0,12041000.0,12517000.0,14001000.0,15437000.0,15803000.0,14615000.0,16023000.0,15409000.0,13039000.0,,,,11987000.0,12041000.0,12060000.0,,,,,13181000.0,11216000.0,12041000.0,12517000.0,14001000.0,15437000.0,15803000.0,14615000.0,16023000.0,15409000.0,13039000.0,,
COM00224.00,Zinc,Australia,17.0,0.0,1769.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21390.0,54163.0,64426.0,79153.0,1181.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5204013.0,6947259.0,7273064.0,4589601.0,118951.0,,,,,,,,,,,,,,,,,5413520.0,7096282.0,7109879.0,6811181.0,118951.0,,,,
COM00225.00,Coal,Colombia,45.0,1.0,35.37,,,,22064565.0,23759760.0,23945946.0,27975976.0,28246246.0,31135135.0,31813814.0,30495495.0,29696697.0,35024024.0,30081081.0,37033033.0,33906907.0,30312312.0,32909910.0,31882883.0,27717718.0,,,,,22064565.0,23759760.0,23945946.0,27975976.0,28246246.0,31135135.0,31813814.0,30495495.0,29696697.0,35024024.0,30081081.0,37033033.0,33906907.0,30312312.0,32909910.0,31882883.0,27717718.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
COM00226.00,Gold,Chile,26.0,1.0,350.72,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.87,,0.9,0.92,0.94,0.947,0.945,0.944,0.934,,,,,,,,,,,,,26.599,0.0,88.074,137.789,139.923,81.364,65.969,48.388,34.642,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,297240.0,0.0,314428.0,451015.0,442003.0,366232.0,388595.0,351429.0,214465.0,,,,,,,,,,,,,297240.0,0.0,314428.0,451015.0,442003.0,366232.0,388595.0,351429.0,214465.0,,,,,,,,,,,,
COM00229.00,Gold,Argentina,3.0,1.0,1246.05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.894,0.948,,,,,,,,,,,,,,,,,,,,128.104,196.641,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,210644.0,352332.0,,,,,,,,,,,,,,,,,,,,199602.0,367334.0,
COM00230.00,Gold,Argentina,7.0,1.0,1169.12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.67,0.83,0.87,0.86,0.86,,,,,,,,,,,,,,,,,67.285,189.731,96.016,112.162,131.397,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,375200.0,845000.0,811000.0,1031000.0,1126000.0,,,,,,,,,,,,,,,,,375200.0,1256000.0,827000.0,1031000.0,1126000.0,,
COM00231.00,Iron,Chile,7.0,1.0,89.56,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1020000.0,3212000.0,4220000.0,4190000.0,3724000.0,3224000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
