id,facility_id,year,waste_type,material,value_tonnes,total_material_tonnes
853,COM00981.00,2007,Waste rock,,40790433.6,
854,COM00981.00,2008,Waste rock,,35209339.2,
855,COM00981.00,2009,Waste rock,,30918283.200000003,
856,COM00981.00,2010,Waste rock,,30002011.200000003,
857,COM00981.00,2011,Waste rock,,28025222.400000002,
858,COM00981.00,2012,Waste rock,,18004291.2,
859,COM00981.00,2013,Waste rock,,17091648,
860,COM00981.00,2014,Waste rock,,19560139.2,33248880
861,COM00981.00,2015,Waste rock,,14255740.8,30214296
862,COM00981.00,2016,Waste rock,,20380248,38005329.6
863,COM00981.00,2017,Waste rock,,24308424,40181702.4
864,COM00981.00,2018,Waste rock,,23835772.8,41515286.4
865,COM00982.00,2002,,O.Au,,32311000
866,COM00982.00,2003,,O.Au,,39501000
867,COM00982.00,2004,,O.Au,,40225000
868,COM00982.00,2005,,O.Au,,46884000
869,COM00995.00,2002,,O.Au,,14289000
870,COM00995.00,2003,,O.Au,,14180000
871,COM00995.00,2004,,O.Au,,13722000
872,COM00995.00,2005,,O.Au,,3664000
873,COM01015.00,2009,Waste rock,,38467993,
874,COM01015.00,2010,Waste rock,,53353057,
875,COM01015.00,2011,Waste rock,,57683667,
876,COM01015.00,2012,Waste rock,,73009951,
877,COM01015.00,2013,Waste rock,,78507746,
878,COM01015.00,2014,Waste rock,,67956871,
879,COM01015.00,2015,Waste rock,,37985268,
880,COM01015.00,2016,Waste rock,,14736505,
881,COM01015.00,2017,Waste rock,,6493883,
882,COM01015.00,2018,Waste rock,,602401,
883,COM01016.00,2010,Waste rock,,275561400,
884,COM01016.00,2011,Waste rock,,365109400,
885,COM01016.00,2012,Waste rock,,404405600,
886,COM01016.00,2013,Waste rock,,359729200,
887,COM01016.00,2014,Waste rock,,384202400,
888,COM01016.00,2015,Waste rock,,318993400.00000006,
889,COM01016.00,2016,Waste rock,,279746000,
890,COM01016.00,2017,Waste rock,,274805000,
891,COM01016.00,2018,Waste rock,,300693400,
892,COM01016.00,2019,Waste rock,,300742200,
893,COM01016.00,2020,Waste rock,,234044800,
894,COM01017.00,2012,,,,
895,COM01017.00,2013,,,,
896,COM01017.00,2014,,,,
897,COM01017.00,2015,,,,
898,COM01020.00,2010,Waste rock,,9708130,
899,COM01020.00,2011,Waste rock,,14150166,
900,COM01020.00,2012,Waste rock,,15159886,
901,COM01020.00,2013,Waste rock,,18811193,
902,COM01020.00,2014,Waste rock,,4415635,
903,COM01020.00,2015,Waste rock,,4472112,
904,COM01020.00,2016,Waste rock,,3430485,
905,COM01020.00,2017,Waste rock,,3430485,
906,COM01020.00,2018,Waste rock,,3430485,
907,COM01031.00,2012,,,,
908,COM01031.00,2013,,,,
909,COM01031.00,2014,,,,
910,COM01031.00,2015,,,,
911,COM01036.01,2007,Waste rock,,59090700,
912,COM01036.01,2008,Waste rock,,71858000,
913,COM01036.01,2009,Waste rock,,64416000,
914,COM01036.01,2010,Waste rock,,73505000,
915,COM01036.01,2011,Waste rock,,14518000,
916,COM01036.01,2012,Waste rock,,94184000,
917,COM01036.01,2013,Waste rock,,94916000,
918,COM01036.01,2014,Waste rock,,87230000,
919,COM01036.01,2015,Waste rock,,89914000,
920,COM01036.01,2016,Waste rock,,70272000,
921,COM01036.01,2017,Waste rock,,64050000,
922,COM01036.01,2018,Waste rock,,67710000,
923,COM01036.01,2019,Waste rock,,95526000,
924,COM01036.02,2007,Waste rock,,350192460,
925,COM01036.02,2008,Waste rock,,375638000,
926,COM01036.02,2009,Waste rock,,477508000,
927,COM01036.02,2010,Waste rock,,488000000,
928,COM01036.02,2011,Waste rock,,527650000,
929,COM01036.02,2012,Waste rock,,549122000,
930,COM01036.02,2013,Waste rock,,579866000,
931,COM01036.02,2014,Waste rock,,532042000,
932,COM01036.02,2015,Waste rock,,529236000,
933,COM01036.02,2016,Waste rock,,535214000,
934,COM01036.02,2017,Waste rock,,523990000,
935,COM01036.02,2018,Waste rock,,545706000,
936,COM01036.02,2019,Waste rock,,552538000,
937,COM01037.00,2018,Waste rock,,5002000,
938,COM01039.00,2017,Waste rock,,41358000,
939,COM01039.00,2018,Waste rock,,45018000,
940,COM01039.00,2019,Waste rock,,32818000,
941,COM01042.00,2020,Waste rock,,1561600,
942,COM01043.00,2018,Waste rock,,6222000,
943,COM01043.00,2019,Waste rock,,15250000,
944,COM01046.00,2012,,,,
945,COM01046.00,2013,,,,
946,COM01046.00,2014,,,,
947,COM01046.00,2015,,,,
948,COM01052.00,2014,,O.Au,,35091666.66666667
949,COM01052.00,2015,,O.Au,,37893333.333333336
950,COM01052.00,2016,,O.Au,,38796666.66666667
951,COM01052.00,2017,,O.Au,,39050000
952,COM01052.00,2018,,O.Au,,40105000
953,COM01053.00,2011,,,,17480000
954,COM01053.00,2012,,,,17528000
955,COM01053.00,2013,,,,17423000
956,COM01053.00,2014,Waste rock,,14389000,16391000
957,COM01053.00,2015,Waste rock,,9090000,11900000
958,COM01053.00,2018,Waste rock,,696000,897000
959,COM01053.00,2019,Waste rock,,10839000,12282000
960,COM01056.00,2013,,,,56200000
961,COM01056.00,2014,,,,34520000
962,COM01056.00,2015,,,,22923000
963,COM01056.00,2016,,,,12489000
964,COM01056.00,2017,,,,13416000
965,COM01056.00,2018,,,,10936000
966,COM01072.00,2013,,,,12343000
967,COM01072.00,2014,,,,12930000
968,COM01072.00,2015,,,,12496000
969,COM01072.00,2016,,,,13704000
970,COM01072.00,2017,,,,11726000
971,COM01072.00,2018,,,,11469000
972,COM01101.00,2002,,O.Au,,31573000
973,COM01101.00,2003,,O.Au,,24563000
974,COM01101.00,2004,,O.Au,,19743000
975,COM01101.00,2005,,O.Au,,15985000
976,COM01135.00,2014,Waste rock,,7442000,
977,COM01135.00,2015,Waste rock,,2684000,
978,COM01135.00,2016,Waste rock,,7076000,
979,COM01135.00,2017,Waste rock,,15372000,
980,COM01135.00,2018,Waste rock,,17202000,
981,COM01135.00,2019,Waste rock,,10004000,
982,COM01137.00,2007,Waste rock,,66734000,
983,COM01137.00,2008,Waste rock,,58194000,
984,COM01137.00,2009,Waste rock,,75762000,
985,COM01137.00,2010,Waste rock,,54778000,
986,COM01137.00,2011,Waste rock,,81618000,
987,COM01137.00,2012,Waste rock,,73932000,
988,COM01137.00,2013,Waste rock,,24156000,
989,COM01137.00,2014,Waste rock,,0,
990,COM01137.00,2015,Waste rock,,2928000,
991,COM01137.00,2016,Waste rock,,10370000,
992,COM01137.00,2017,Waste rock,,33306000,
993,COM01137.00,2018,Waste rock,,51972000,
994,COM01137.00,2019,Waste rock,,30744000,
995,COM01148.00,2007,Waste rock,,51606000,
996,COM01148.00,2008,Waste rock,,60024000,
997,COM01148.00,2009,Waste rock,,94428000,
998,COM01148.00,2010,Waste rock,,79056000,
999,COM01148.00,2011,Waste rock,,117120000,
1000,COM01148.00,2012,Waste rock,,86742000,
1001,COM01148.00,2013,Waste rock,,29524000,
1002,COM01148.00,2014,Waste rock,,0,
1003,COM01148.00,2015,Waste rock,,0,
1004,COM01148.00,2016,Waste rock,,0,
1005,COM01148.00,2017,Waste rock,,244000,
1006,COM01148.00,2018,Waste rock,,20984000,
1007,COM01148.00,2019,Waste rock,,14762000,
1008,COM01150.00,2015,Waste rock,,95181000,
1009,COM01150.00,2016,Waste rock,,82098000,
1010,COM01189.00,2017,Waste rock,,11000,
1011,COM01189.00,2017,,,,11126000
1012,COM01189.00,2018,,,,8227000
1013,COM01189.00,2019,,,,8278000
1014,COM01195.00,2008,Waste rock,O.Au,81390,
1015,COM01195.00,2009,Waste rock,O.Au,199746,1908511
1016,COM01195.00,2010,Waste rock,O.Au,634296,2615796
1017,COM01199.00,2015,Waste rock,,222200000,
1018,COM01199.00,2016,Waste rock,,137100000,
1019,COM01200.00,2018,,,,3540743
1020,COM01200.00,2019,,,,6585782
1021,COM01200.00,2020,,,,6504008
1022,COM01210.00,2010,Waste rock,,158356000,
1023,COM01210.00,2011,Waste rock,,167835400,
1024,COM01210.00,2012,Waste rock,,138604200,
1025,COM01210.00,2013,Waste rock,,144206440,
1026,COM01210.00,2014,Waste rock,,176747500,
1027,COM01210.00,2015,Waste rock,,193086960,
1028,COM01210.00,2016,Waste rock,,213947740,
1029,COM01210.00,2017,Waste rock,,218125020,
1030,COM01210.00,2018,Waste rock,,250121960,
1031,COM01210.00,2019,Waste rock,,223799240,
1032,COM01210.00,2020,Waste rock,,200979140,
1033,COM01241.00,2015,Dry tailings,O.Au,10570272,
1034,COM01241.00,2015,Waste rock,O.Au,49019483,62238000
1035,COM01241.00,2016,Dry tailings,O.Au,11554077,
1036,COM01241.00,2016,Waste rock,O.Au,49944828,62238000
1037,COM01241.00,2017,Dry tailings,O.Au,12031915,
1038,COM01241.00,2017,Waste rock,O.Au,54780595,70870000
1039,COM01254.00,2004,Waste rock,O.Fe,2034960,
1040,COM01254.00,2005,Waste rock,O.Fe,4631120,
1041,COM01254.00,2006,Waste rock,O.Fe,8009300,
1042,COM01254.00,2007,Waste rock,O.Fe,11712000,
1043,COM01254.00,2008,Waste rock,O.Fe,12186580,
1044,COM01254.00,2009,Waste rock,O.Fe,9179280,
1045,COM01254.00,2010,Waste rock,O.Fe,9540400,
1046,COM01254.00,2011,Waste rock,O.Fe,9984480,
1047,COM01254.00,2012,Waste rock,O.Fe,7043060,
1048,COM01254.00,2013,Waste rock,O.Fe,6115000,
1049,COM01254.00,2014,Waste rock,O.Fe,4009000,
1050,COM01290.00,2005,,,,134505000
1051,COM01290.00,2006,,,,131607000
1052,COM01290.00,2007,,,,130267000
1053,COM01290.00,2008,,,,131646000
1054,COM01290.00,2009,,,,149287000
1055,COM01290.00,2010,,,,179313000
1056,COM01290.00,2011,,,,177398000
1057,COM01290.00,2012,,,,173927000
1058,COM01290.00,2013,,,,169808000
1059,COM01290.00,2014,,,,211202000
1060,COM01290.00,2015,,,,193013000
1061,COM01290.00,2016,,,,209064000
1062,COM01290.00,2017,,,,203778000
1063,COM01290.00,2018,,,,241514000
1064,COM01290.00,2019,,,,249083000
1065,COM01300.00,2017,Waste rock,O.Au,4080080,
1066,COM01300.00,2018,Waste rock,O.Au,9424215,
1067,COM01300.00,2019,Waste rock,O.Au,8400000,
1068,COM01301.00,2005,,O.Au,,6758000
1069,COM01301.00,2011,Waste rock,O.Au,497000,
1070,COM01301.00,2012,Waste rock,O.Au,222000,
1071,COM01308.02,2014,,O.Au,,390000
1072,COM01308.02,2015,,O.Au,,436250
1073,COM01308.02,2016,,O.Au,,747500
1074,COM01308.02,2017,,O.Au,,803750
1075,COM01308.02,2018,,O.Au,,837500
1076,COM01313.00,2020,,F.stc,,
1077,COM01331.00,2005,,O.Au,,63514000
1078,COM01331.00,2014,,O.Au,,67686000
1079,COM01331.00,2015,,O.Au,,83409000
1080,COM01331.00,2016,,O.Au,,62227000
1081,COM01331.00,2017,,O.Au,,68295529.41176471
1082,COM01331.00,2018,,O.Au,,71292000
1083,COM01350.00,2007,Waste rock,,3166128,3723148.8000000003
1084,COM01350.00,2008,Waste rock,,1539518.4000000001,2084745.6
1085,COM01350.00,2009,Waste rock,,935323.2000000001,1886976
1086,COM01350.00,2010,Waste rock,,1215648,1780833.6
1087,COM01350.00,2011,Waste rock,,2313360,2313360
1088,COM01350.00,2012,Waste rock,,2389564.8000000003,2410430.4
1089,COM01350.00,2013,Waste rock,,1774483.2000000002,1964995.2000000002
1090,COM01350.00,2014,Waste rock,,1353542.4000000001,2047550.4000000001
1091,COM01350.00,2016,Waste rock,,193959.36000000002,
1092,COM01350.00,2017,Waste rock,,342105.12000000005,
1093,COM01350.00,2018,Waste rock,,186883.2,
1094,COM01350.00,2019,Waste rock,,127915.20000000001,
1095,COM01363.00,2015,Waste rock,,149955080,
1096,COM01363.00,2016,Waste rock,,189278119.99999997,
1097,COM01363.00,2017,Waste rock,,202693240,
1098,COM01363.00,2018,Waste rock,,226050140,
1099,COM01363.00,2019,Waste rock,,234271720,
1100,COM01363.00,2020,Waste rock,,256999100,
1101,COM01366.00,2018,Waste rock,O.Cu,1718579.8399999999,
1102,COM01367.00,2000,Waste rock,,6917,
1103,COM01367.00,2001,Waste rock,,7423,
1104,COM01367.00,2002,Waste rock,,12319,
1105,COM01367.00,2003,Waste rock,,10835,
1106,COM01367.00,2004,Waste rock,,9234,
1107,COM01388.00,2007,Waste rock,,100042387.2,189487771.20000002
1108,COM01388.00,2008,Waste rock,,98482910.4,191894572.8
1109,COM01388.00,2009,Waste rock,,45857145.6,179225524.8
1110,COM01388.00,2010,Waste rock,,105011121.60000001,180956462.4
1111,COM01388.00,2011,Waste rock,,91384977.60000001,149639011.20000002
1112,COM01388.00,2012,Waste rock,,15184713.600000001,46533009.6
1113,COM01388.00,2013,Waste rock,,103948790.4,141996758.4
1114,COM01388.00,2014,Waste rock,,68990745.60000001,105536390.4
1115,COM01388.00,2015,Waste rock,,36100209.6,73144814.4
1116,COM01388.00,2016,Waste rock,,53006788.800000004,81943747.2
1117,COM01388.00,2017,Waste rock,,32280897.6,56653732.800000004
1118,COM01388.00,2018,Waste rock,,21210336,48301142.400000006
1119,COM01388.00,2019,Waste rock,,13117204.8,47775873.6
