id,facility_id,year,material,commodity,mineral_value_tonnes,commodity_value_tonnes,grade_ppm
950,COM01295.00,2020,O.Cu,Me.Au,5600000,1.304078058,0.24642857142857144
951,COM01295.00,2020,O.Cu,Me.Cu,5600000,85000,15321.42857142857
952,COM01296.00,2018,O.Au,Me.Au,65671428.571428575,106.1082151437143,1.77
953,COM01299.00,2013,F.coal,,167800000,,
954,COM01300.00,2019,O.Au,Me.Ag,35990000,996.4573839270001,30.768824673520424
955,COM01300.00,2019,O.Au,Me.Au,35990000,24.692434533,0.752167268685746
956,COM01301.00,2012,O.Au,Me.Au,46394.74192924802,0.6028315348927122,12.984081593540001
957,COM01302.00,2019,F.coal,,64955519.99999999,,
958,COM01303.00,2018,F.obc,,3378412.8000000003,,
959,COM01304.00,2018,F.obc,,14968800,,
960,COM01307.00,2019,F.stc,,4536000,,
961,COM01308.00,2017,O.Au,Me.Au,81400000,321.20009559000005,3.9716149498474334
962,COM01309.00,2020,F.coal,,246000000,,
963,COM01310.00,2019,O.pgm,Me.pgm,64970000,207.2350140803,3.5
964,COM01311.00,2019,O.Cu,Me.Cu,49000000,,
965,COM01313.00,2020,F.stc,,9000000,,
966,COM01314.00,2019,O.bulk,Me.Ag,10425777,,
967,COM01314.00,2019,O.bulk,Me.Pb,10425777,,
968,COM01314.00,2019,O.bulk,Me.Zn,10425777,,
969,COM01316.00,2002,O.Au,Me.Au,2500000,2.8349523130000005,1.07
970,COM01319.00,2019,O.Fe,Me.Fe,817917835,,
971,COM01320.00,2018,O.pgm,Me.pgm,52500000,158.75732952799999,3.3
972,COM01323.00,2016,O.Mn,Me.Mn,10100000,,
973,COM01324.00,2020,F.coal,,37423000,,
974,COM01329.00,2019,O.Fe,Me.Fe,3488800000,,
975,COM01331.00,2018,O.Au,Me.Ag,200486000,2546.07066063,13.930000000000001
976,COM01331.00,2018,O.Au,Me.Au,213152000,143.902178748,0.74
977,COM01335.00,2013,F.coal,,3538080,,
978,COM01338.00,2019,F.stc,,36650880,,
979,COM01346.00,2018,O.Au,Me.Au,400000000,311.84475443,0.8600000000000001
980,COM01346.00,2018,O.Au,Me.Cu,400000000,5000000,12000
981,COM01348.00,2019,F.coal,,13000000,,
982,COM01350.00,2014,O.Au,Me.Au,2200000,10.20582828,4.564273223930001
983,COM01350.00,2019,O.Au,Me.Ag,920000,23.246608966600004,27.403260869565216
984,COM01350.00,2019,O.Au,Me.Au,920000,2.8349523130000005,3.3752173913043477
985,COM01351.00,2019,F.stc,,162388800,,
986,COM01353.00,2019,F.coal,,81375840,,
987,COM01354.00,2020,F.coal,,158200000,,
988,COM01355.00,2018,O.Al,Me.Al2O3,1267000000,,
989,COM01359.00,2020,F.coal,,7500000,,
990,COM01360.00,2019,F.stc,,45813600,,
991,COM01364.00,2019,O.Fe,Me.Fe,480000000,,
992,COM01366.00,2019,O.Cu,Me.Cu,8340000,113500,13287.769784172662
993,COM01367.00,2019,O.Au,Me.Au,30966000,21.772433664,0.7087380782500001
994,COM01370.00,2019,F.stc,,27216000,,
995,COM01373.00,2019,F.stc,,94348800,,
996,COM01374.00,2020,O.Au,Me.Au,24700000,39.689332381999996,1.7
997,COM01378.00,2019,M.lat,Me.Al2O3,270000000,,
998,COM01378.00,2019,M.lat,Nm.SiO2,270000000,,
999,COM01379.00,2018,O.bulk,Me.Zn,,47834,31000
1000,COM01380.00,2019,O.Al,Me.Al2O3,22470000,,
1001,COM01380.00,2019,O.Al,Nm.SiO2,22470000,,
1002,COM01381.00,2019,O.Al,Me.Al2O3,10290000,,
1003,COM01381.00,2019,O.Al,Nm.SiO2,10290000,,
1004,COM01385.00,2019,O.Al,Me.Al2O3,1110000,,
1005,COM01385.00,2019,O.Al,Nm.SiO2,1110000,,
1006,COM01388.00,2017,O.bulk,Me.Ag,178941524.79644707,1416.4269448556624,7.973926366213754
1007,COM01388.00,2017,O.bulk,Me.Au,193190229.45965952,108.59273243893412,0.5503717766272413
1008,COM01392.00,2019,O.Al,Me.Al2O3,1010000,,
1009,COM01392.00,2019,O.Al,Nm.SiO2,1010000,,
1010,COM01394.00,2020,F.coal,,269000000,,
1011,COM01395.00,2020,F.coal,,51000000,,
1012,COM01398.00,2018,O.bulk,Me.Ag,21500000,,
1013,COM01398.00,2018,O.bulk,Me.Cu,21500000,,
1014,COM01398.00,2018,O.bulk,Me.Pb,21500000,,
1015,COM01398.00,2018,O.bulk,Me.Zn,21500000,,
1016,COM01399.00,2019,O.bulk,Me.Ag,8439000,357.203991438,46.49
1017,COM01399.00,2019,O.bulk,Me.Au,8439000,3.855535128,0.5
1018,COM01399.00,2019,O.bulk,Me.Cu,8439000,95163.67922600001,11299.999999999998
1019,COM01399.00,2019,O.bulk,Me.Pb,8439000,65544.097465,7800
1020,COM01399.00,2019,O.bulk,Me.Zn,8439000,259454.83564,30700
1021,COM01402.00,2020,F.coal,,1530043915,,
1022,COM01409.00,2018,O.bulk,Me.Au,440700000,,
1023,COM01409.00,2018,O.bulk,Me.Cu,440700000,,
1024,COM01410.00,2018,O.Cu,Me.Cu,467484000,2167173.625386,4640
1025,COM01410.00,2019,O.Cu,Me.Cu,568500000,,
1026,COM01416.00,2019,O.bulk,Me.Ag,10100000,,
1027,COM01416.00,2019,O.bulk,Me.Pb,10100000,,
1028,COM01416.00,2019,O.bulk,Me.Zn,10100000,,
1029,COM01418.00,2018,O.Au,Me.Au,,9.896,7.879999999999999
1030,COM01419.00,2020,F.coal,,25000000,,
1031,COM01428.00,2019,F.coal,,3080000000,,
1032,COM01429.00,2020,F.stc,,47200000,,
1033,COM01430.00,2018,O.bulk,Me.Au,,0.357,0.32
1034,COM01430.00,2018,O.bulk,Me.Cu,,501440,6800.000000000001
1035,COM01432.00,2019,O.bulk,Me.Ag,10816000,822.13617077,82.00000000000001
1036,COM01432.00,2019,O.bulk,Me.Pb,10816000,371000,34000
1037,COM01432.00,2019,O.bulk,Me.Zn,10816000,803000,74000
1038,COM01435.00,2019,O.Al,Me.Al2O3,10360000,,
1039,COM01435.00,2019,O.Al,Nm.SiO2,10360000,,
